trial,step,objtype,object,objflag,action,stimusize,stimposx,stimposy,touchposx,touchposy,monkey,timestamp,tone,date,weight,disName,disCoor,sessionNumber,mxbi,version,animalsFound,sessionType,animalsMerged,filename,script,experiment,task,type,stimuli,amp,stimTouched,reward,tarName,animalsExpected,shift,jump,total_trials,p_trial
120,15,,reward,,2000,200,742.0,220.0,758,171,k,1844573,-1,2019-11-04 14:35:00,-1,,,10,mxbi4,10,"['intro', 'clia']",Staircase,,DATA20191104143540.txt,msaV0.3.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['k', 'j']",0.0,False,617,19.448946515397083
121,15,,reward,,2000,200,742.0,220.0,774,173,k,1848093,-1,2019-11-04 14:35:00,-1,,,10,mxbi4,10,"['intro', 'clia']",Staircase,,DATA20191104143540.txt,msaV0.3.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['k', 'j']",0.0,False,617,19.611021069692057
122,15,,reward,,2000,200,742.0,380.0,762,301,k,1852094,-1,2019-11-04 14:35:00,-1,,,10,mxbi4,10,"['intro', 'clia']",Staircase,,DATA20191104143540.txt,msaV0.3.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['k', 'j']",0.0,False,617,19.773095623987032
123,15,,wrong,,0,200,742.0,380.0,782,225,k,1855071,-1,2019-11-04 14:35:00,-1,,,10,mxbi4,10,"['intro', 'clia']",Staircase,,DATA20191104143540.txt,msaV0.3.py,AUT,AUT,2AC,,,,False,gfG001,"['k', 'j']",0.0,False,617,19.93517017828201
124,15,,reward,,2000,200,742.0,220.0,770,163,k,2324510,-1,2019-11-04 14:35:00,-1,,,10,mxbi4,10,"['intro', 'clia']",Staircase,,DATA20191104143540.txt,msaV0.3.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['k', 'j']",0.0,False,617,20.097244732576986
125,15,,reward,,2000,200,742.0,220.0,742,191,k,2327680,-1,2019-11-04 14:35:00,-1,,,10,mxbi4,10,"['intro', 'clia']",Staircase,,DATA20191104143540.txt,msaV0.3.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['k', 'j']",0.0,False,617,20.25931928687196
126,15,,reward,,2000,200,742.0,220.0,736,173,k,2330783,-1,2019-11-04 14:35:00,-1,,,10,mxbi4,10,"['intro', 'clia']",Staircase,,DATA20191104143540.txt,msaV0.3.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['k', 'j']",0.0,False,617,20.42139384116694
127,15,,reward,,2000,200,742.0,380.0,795,286,k,2335325,-1,2019-11-04 14:35:00,-1,,,10,mxbi4,10,"['intro', 'clia']",Staircase,,DATA20191104143540.txt,msaV0.3.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['k', 'j']",0.0,False,617,20.583468395461914
128,16,,reward,,2000,200,742.0,400.0,760,331,k,2338589,-1,2019-11-04 14:35:00,-1,,,10,mxbi4,10,"['intro', 'clia']",Staircase,,DATA20191104143540.txt,msaV0.3.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['k', 'j']",1.0,False,617,20.74554294975689
129,16,,reward,,2000,200,742.0,200.0,748,196,k,2342365,-1,2019-11-04 14:35:00,-1,,,10,mxbi4,10,"['intro', 'clia']",Staircase,,DATA20191104143540.txt,msaV0.3.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['k', 'j']",0.0,False,617,20.907617504051863
130,16,,reward,,2000,200,742.0,400.0,791,306,k,2349916,-1,2019-11-04 14:35:00,-1,,,10,mxbi4,10,"['intro', 'clia']",Staircase,,DATA20191104143540.txt,msaV0.3.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['k', 'j']",0.0,False,617,21.06969205834684
131,22,,reward,,2000,200,742.0,300.0,777,263,k,119760,-1,2019-11-06 13:09:00,-1,,,11,mxbi4,10,"['clia', 'intro']",Staircase,,DATA20191106130954.txt,msaV0.3.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['k', 'j']",6.0,False,617,21.231766612641813
132,22,,reward,,2000,200,742.0,480.0,823,381,k,126225,-1,2019-11-06 13:09:00,-1,,,11,mxbi4,10,"['clia', 'intro']",Staircase,,DATA20191106130954.txt,msaV0.3.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['k', 'j']",0.0,False,617,21.39384116693679
133,22,,reward,,2000,200,742.0,480.0,821,397,k,133616,-1,2019-11-06 13:09:00,-1,,,11,mxbi4,10,"['clia', 'intro']",Staircase,,DATA20191106130954.txt,msaV0.3.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['k', 'j']",0.0,False,617,21.555915721231766
134,22,,reward,,2000,200,742.0,120.0,807,146,k,139376,-1,2019-11-06 13:09:00,-1,,,11,mxbi4,10,"['clia', 'intro']",Staircase,,DATA20191106130954.txt,msaV0.3.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['k', 'j']",0.0,False,617,21.71799027552674
135,22,,reward,,2000,200,742.0,480.0,815,442,k,145424,-1,2019-11-06 13:09:00,-1,,,11,mxbi4,10,"['clia', 'intro']",Staircase,,DATA20191106130954.txt,msaV0.3.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['k', 'j']",0.0,False,617,21.88006482982172
136,22,,reward,,2000,200,742.0,120.0,809,123,k,162960,-1,2019-11-06 13:09:00,-1,,,11,mxbi4,10,"['clia', 'intro']",Staircase,,DATA20191106130954.txt,msaV0.3.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['k', 'j']",0.0,False,617,22.042139384116695
137,22,,reward,,2000,200,742.0,120.0,808,127,k,168848,-1,2019-11-06 13:09:00,-1,,,11,mxbi4,10,"['clia', 'intro']",Staircase,,DATA20191106130954.txt,msaV0.3.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['k', 'j']",0.0,False,617,22.20421393841167
138,22,,reward,,2000,200,742.0,120.0,786,116,k,175824,-1,2019-11-06 13:09:00,-1,,,11,mxbi4,10,"['clia', 'intro']",Staircase,,DATA20191106130954.txt,msaV0.3.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['k', 'j']",0.0,False,617,22.366288492706644
139,23,,reward,,2000,200,742.0,480.0,824,423,k,186576,-1,2019-11-06 13:09:00,-1,,,11,mxbi4,10,"['clia', 'intro']",Staircase,,DATA20191106130954.txt,msaV0.3.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['k', 'j']",1.0,False,617,22.52836304700162
140,23,,reward,,2000,200,742.0,480.0,811,380,k,194065,-1,2019-11-06 13:09:00,-1,,,11,mxbi4,10,"['clia', 'intro']",Staircase,,DATA20191106130954.txt,msaV0.3.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['k', 'j']",0.0,False,617,22.690437601296594
141,23,,reward,,2000,200,742.0,480.0,833,409,k,201648,-1,2019-11-06 13:09:00,-1,,,11,mxbi4,10,"['clia', 'intro']",Staircase,,DATA20191106130954.txt,msaV0.3.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['k', 'j']",0.0,False,617,22.852512155591572
142,23,,reward,,2000,200,742.0,480.0,791,478,k,207664,-1,2019-11-06 13:09:00,-1,,,11,mxbi4,10,"['clia', 'intro']",Staircase,,DATA20191106130954.txt,msaV0.3.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['k', 'j']",0.0,False,617,23.014586709886547
143,23,,reward,,2000,200,742.0,480.0,824,441,k,214320,-1,2019-11-06 13:09:00,-1,,,11,mxbi4,10,"['clia', 'intro']",Staircase,,DATA20191106130954.txt,msaV0.3.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['k', 'j']",0.0,False,617,23.176661264181522
144,23,,reward,,2000,200,742.0,120.0,770,134,k,222768,-1,2019-11-06 13:09:00,-1,,,11,mxbi4,10,"['clia', 'intro']",Staircase,,DATA20191106130954.txt,msaV0.3.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['k', 'j']",0.0,False,617,23.3387358184765
145,23,,reward,,2000,200,742.0,480.0,818,434,k,228755,-1,2019-11-06 13:09:00,-1,,,11,mxbi4,10,"['clia', 'intro']",Staircase,,DATA20191106130954.txt,msaV0.3.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['k', 'j']",0.0,False,617,23.500810372771475
146,23,,reward,,2000,200,742.0,120.0,774,148,k,236306,-1,2019-11-06 13:09:00,-1,,,11,mxbi4,10,"['clia', 'intro']",Staircase,,DATA20191106130954.txt,msaV0.3.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['k', 'j']",0.0,False,617,23.66288492706645
147,23,,reward,,2000,200,742.0,120.0,806,134,k,244144,-1,2019-11-06 13:09:00,-1,,,11,mxbi4,10,"['clia', 'intro']",Staircase,,DATA20191106130954.txt,msaV0.3.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['k', 'j']",0.0,False,617,23.824959481361425
148,24,,wrong,,0,200,742.0,480.0,860,499,k,250930,0,2019-11-06 13:09:00,-1,,,11,mxbi4,10,"['clia', 'intro']",Staircase,,DATA20191106130954.txt,msaV0.3.py,AUT,AUT,2AC,,,,False,gfG001,"['k', 'j']",1.0,False,617,23.9870340356564
149,24,,reward,,2000,200,742.0,480.0,805,469,k,256113,-1,2019-11-06 13:09:00,-1,,,11,mxbi4,10,"['clia', 'intro']",Staircase,,DATA20191106130954.txt,msaV0.3.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['k', 'j']",0.0,False,617,24.149108589951375
150,24,,reward,,2000,200,742.0,480.0,760,463,k,264561,-1,2019-11-06 13:09:00,-1,,,11,mxbi4,10,"['clia', 'intro']",Staircase,,DATA20191106130954.txt,msaV0.3.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['k', 'j']",0.0,False,617,24.311183144246353
151,24,,reward,,2000,200,742.0,120.0,810,123,k,297842,-1,2019-11-06 13:09:00,-1,,,11,mxbi4,10,"['clia', 'intro']",Staircase,,DATA20191106130954.txt,msaV0.3.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['k', 'j']",0.0,False,617,24.473257698541328
152,24,,reward,,2000,200,742.0,480.0,790,453,k,304241,-1,2019-11-06 13:09:00,-1,,,11,mxbi4,10,"['clia', 'intro']",Staircase,,DATA20191106130954.txt,msaV0.3.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['k', 'j']",0.0,False,617,24.635332252836303
153,24,,wrong,,0,200,742.0,480.0,853,499,k,311474,0,2019-11-06 13:09:00,-1,,,11,mxbi4,10,"['clia', 'intro']",Staircase,,DATA20191106130954.txt,msaV0.3.py,AUT,AUT,2AC,,,,False,gfG001,"['k', 'j']",0.0,False,617,24.79740680713128
154,24,,wrong,,0,200,742.0,480.0,791,297,k,347954,0,2019-11-06 13:09:00,-1,,,11,mxbi4,10,"['clia', 'intro']",Staircase,,DATA20191106130954.txt,msaV0.3.py,AUT,AUT,2AC,,,,False,gfG001,"['k', 'j']",0.0,False,617,24.959481361426256
155,24,,reward,,2000,200,742.0,480.0,756,393,k,423347,-1,2019-11-06 13:09:00,-1,,,11,mxbi4,10,"['clia', 'intro']",Staircase,,DATA20191106130954.txt,msaV0.3.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['k', 'j']",0.0,False,617,25.121555915721235
156,24,,reward,,2000,200,742.0,120.0,771,106,k,533556,-1,2019-11-06 13:09:00,-1,,,11,mxbi4,10,"['clia', 'intro']",Staircase,,DATA20191106130954.txt,msaV0.3.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['k', 'j']",0.0,False,617,25.283630470016206
157,24,,wrong,,0,200,742.0,480.0,797,365,k,582102,0,2019-11-06 13:09:00,-1,,,11,mxbi4,10,"['clia', 'intro']",Staircase,,DATA20191106130954.txt,msaV0.3.py,AUT,AUT,2AC,,,,False,gfG001,"['k', 'j']",0.0,False,617,25.44570502431118
158,24,,wrong,,0,200,742.0,480.0,784,365,k,1089693,0,2019-11-06 13:09:00,-1,,,11,mxbi4,10,"['clia', 'intro']",Staircase,,DATA20191106130954.txt,msaV0.3.py,AUT,AUT,2AC,,,,False,gfG001,"['k', 'j']",0.0,False,617,25.60777957860616
159,24,,reward,,2000,200,742.0,120.0,803,133,k,1095068,-1,2019-11-06 13:09:00,-1,,,11,mxbi4,10,"['clia', 'intro']",Staircase,,DATA20191106130954.txt,msaV0.3.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['k', 'j']",0.0,False,617,25.76985413290113
160,24,,reward,,2000,200,742.0,120.0,807,156,k,1211550,-1,2019-11-06 13:09:00,-1,,,11,mxbi4,10,"['clia', 'intro']",Staircase,,DATA20191106130954.txt,msaV0.3.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['k', 'j']",0.0,False,617,25.93192868719611
161,24,,reward,,2000,200,742.0,120.0,790,127,k,1217438,-1,2019-11-06 13:09:00,-1,,,11,mxbi4,10,"['clia', 'intro']",Staircase,,DATA20191106130954.txt,msaV0.3.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['k', 'j']",0.0,False,617,26.094003241491087
162,24,,reward,,2000,200,742.0,480.0,798,427,k,1224222,-1,2019-11-06 13:09:00,-1,,,11,mxbi4,10,"['clia', 'intro']",Staircase,,DATA20191106130954.txt,msaV0.3.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['k', 'j']",0.0,False,617,26.25607779578606
163,24,,reward,,2000,200,742.0,120.0,825,158,k,1699855,-1,2019-11-06 13:09:00,-1,,,11,mxbi4,10,"['clia', 'intro']",Staircase,,DATA20191106130954.txt,msaV0.3.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['k', 'j']",0.0,False,617,26.418152350081037
164,24,,reward,,2000,200,742.0,120.0,784,116,k,1706511,-1,2019-11-06 13:09:00,-1,,,11,mxbi4,10,"['clia', 'intro']",Staircase,,DATA20191106130954.txt,msaV0.3.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['k', 'j']",0.0,False,617,26.580226904376016
165,25,,reward,,2000,200,742.0,120.0,783,101,k,1722224,-1,2019-11-06 13:09:00,-1,,,11,mxbi4,10,"['clia', 'intro']",Staircase,,DATA20191106130954.txt,msaV0.3.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['k', 'j']",1.0,False,617,26.742301458670987
166,25,,reward,,2000,200,742.0,480.0,831,432,k,1729615,-1,2019-11-06 13:09:00,-1,,,11,mxbi4,10,"['clia', 'intro']",Staircase,,DATA20191106130954.txt,msaV0.3.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['k', 'j']",0.0,False,617,26.904376012965965
167,25,,reward,,2000,200,742.0,120.0,797,185,k,1928784,-1,2019-11-06 13:09:00,-1,,,11,mxbi4,10,"['clia', 'intro']",Staircase,,DATA20191106130954.txt,msaV0.3.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['k', 'j']",0.0,False,617,27.06645056726094
168,25,,reward,,2000,200,742.0,120.0,785,115,k,1938638,-1,2019-11-06 13:09:00,-1,,,11,mxbi4,10,"['clia', 'intro']",Staircase,,DATA20191106130954.txt,msaV0.3.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['k', 'j']",0.0,False,617,27.22852512155591
169,25,,reward,,2000,200,742.0,120.0,840,135,k,1972014,-1,2019-11-06 13:09:00,-1,,,11,mxbi4,10,"['clia', 'intro']",Staircase,,DATA20191106130954.txt,msaV0.3.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['k', 'j']",0.0,False,617,27.39059967585089
170,25,,reward,,2000,200,742.0,480.0,821,446,k,1977807,-1,2019-11-06 13:09:00,-1,,,11,mxbi4,10,"['clia', 'intro']",Staircase,,DATA20191106130954.txt,msaV0.3.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['k', 'j']",0.0,False,617,27.55267423014587
171,25,,reward,,2000,200,742.0,480.0,816,461,k,1983598,-1,2019-11-06 13:09:00,-1,,,11,mxbi4,10,"['clia', 'intro']",Staircase,,DATA20191106130954.txt,msaV0.3.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['k', 'j']",0.0,False,617,27.71474878444084
172,25,,reward,,2000,200,742.0,480.0,798,431,k,2208814,-1,2019-11-06 13:09:00,-1,,,11,mxbi4,10,"['clia', 'intro']",Staircase,,DATA20191106130954.txt,msaV0.3.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['k', 'j']",0.0,False,617,27.876823338735818
173,25,,reward,,2000,200,742.0,120.0,831,150,k,2215151,-1,2019-11-06 13:09:00,-1,,,11,mxbi4,10,"['clia', 'intro']",Staircase,,DATA20191106130954.txt,msaV0.3.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['k', 'j']",0.0,False,617,28.038897893030796
174,26,,ignore,,0,200,742.0,120.0,-1,-1,k,2229801,2000,2019-11-06 13:09:00,-1,,,11,mxbi4,10,"['clia', 'intro']",Staircase,,DATA20191106130954.txt,msaV0.3.py,AUT,AUT,2AC,,,,,,"['k', 'j']",1.0,False,617,28.200972447325768
175,26,,ignore,,0,200,742.0,120.0,-1,-1,k,2841098,2000,2019-11-06 13:09:00,-1,,,11,mxbi4,10,"['clia', 'intro']",Staircase,,DATA20191106130954.txt,msaV0.3.py,AUT,AUT,2AC,,,,,,"['k', 'j']",0.0,False,617,28.363047001620746
176,26,,ignore,,0,200,742.0,120.0,-1,-1,k,2854852,2000,2019-11-06 13:09:00,-1,,,11,mxbi4,10,"['clia', 'intro']",Staircase,,DATA20191106130954.txt,msaV0.3.py,AUT,AUT,2AC,,,,,,"['k', 'j']",0.0,False,617,28.52512155591572
177,26,,reward,,2000,200,742.0,120.0,798,180,k,2945522,2000,2019-11-06 13:09:00,-1,,,11,mxbi4,10,"['clia', 'intro']",Staircase,,DATA20191106130954.txt,msaV0.3.py,AUT,AUT,2AC,,,gfG001,True,gfG001,"['k', 'j']",0.0,False,617,28.687196110210696
178,26,,reward,,2000,200,742.0,120.0,779,158,k,2956530,-1,2019-11-06 13:09:00,-1,,,11,mxbi4,10,"['clia', 'intro']",Staircase,,DATA20191106130954.txt,msaV0.3.py,AUT,AUT,2AC,,,mf001,True,mf001,"['k', 'j']",0.0,False,617,28.84927066450567
179,26,,ignore,,0,200,742.0,130.0,-1,-1,k,1471843,-1,2019-11-06 14:21:00,-1,,,12,mxbi4,10,"['intro', 'clia']",Staircase,,DATA20191106142118.txt,msaV0.3.py,AUT,AUT,2AC,,,,,,"['k', 'j']",0.0,False,617,29.01134521880065
180,26,,ignore,,0,200,742.0,470.0,-1,-1,k,1485471,-1,2019-11-06 14:21:00,-1,,,12,mxbi4,10,"['intro', 'clia']",Staircase,,DATA20191106142118.txt,msaV0.3.py,AUT,AUT,2AC,,,,,,"['k', 'j']",0.0,False,617,29.17341977309562
181,26,,reward,,2000,200,742.0,470.0,767,468,k,1497903,-1,2019-11-06 14:21:00,-1,,,12,mxbi4,10,"['intro', 'clia']",Staircase,,DATA20191106142118.txt,msaV0.3.py,AUT,AUT,2AC,,,mf001,True,mf001,"['k', 'j']",0.0,False,617,29.3354943273906
182,25,,reward,,2000,200,742.0,480.0,796,447,k,1507982,-1,2019-11-06 14:21:00,-1,,,12,mxbi4,10,"['intro', 'clia']",Staircase,,DATA20191106142118.txt,msaV0.3.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['k', 'j']",-1.0,False,617,29.497568881685577
183,25,,reward,,2000,200,742.0,120.0,791,126,k,1514032,-1,2019-11-06 14:21:00,-1,,,12,mxbi4,10,"['intro', 'clia']",Staircase,,DATA20191106142118.txt,msaV0.3.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['k', 'j']",0.0,False,617,29.65964343598055
184,25,,wrong,,0,200,742.0,480.0,846,474,k,1519887,-1,2019-11-06 14:21:00,-1,,,12,mxbi4,10,"['intro', 'clia']",Staircase,,DATA20191106142118.txt,msaV0.3.py,AUT,AUT,2AC,,,,False,gfG001,"['k', 'j']",0.0,False,617,29.821717990275527
185,25,,reward,,2000,200,742.0,480.0,796,413,k,1527663,-1,2019-11-06 14:21:00,-1,,,12,mxbi4,10,"['intro', 'clia']",Staircase,,DATA20191106142118.txt,msaV0.3.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['k', 'j']",0.0,False,617,29.983792544570502
186,25,,reward,,2000,200,742.0,480.0,807,427,k,1533455,-1,2019-11-06 14:21:00,-1,,,12,mxbi4,10,"['intro', 'clia']",Staircase,,DATA20191106142118.txt,msaV0.3.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['k', 'j']",0.0,False,617,30.14586709886548
187,25,,reward,,2000,200,742.0,120.0,807,128,k,1539600,-1,2019-11-06 14:21:00,-1,,,12,mxbi4,10,"['intro', 'clia']",Staircase,,DATA20191106142118.txt,msaV0.3.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['k', 'j']",0.0,False,617,30.30794165316045
188,25,,reward,,2000,200,742.0,120.0,793,118,k,1548531,-1,2019-11-06 14:21:00,-1,,,12,mxbi4,10,"['intro', 'clia']",Staircase,,DATA20191106142118.txt,msaV0.3.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['k', 'j']",0.0,False,617,30.47001620745543
189,25,,reward,,2000,200,742.0,120.0,819,119,k,1572655,-1,2019-11-06 14:21:00,-1,,,12,mxbi4,10,"['intro', 'clia']",Staircase,,DATA20191106142118.txt,msaV0.3.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['k', 'j']",0.0,False,617,30.63209076175041
190,25,,wrong,,0,200,742.0,480.0,854,478,k,1580175,-1,2019-11-06 14:21:00,-1,,,12,mxbi4,10,"['intro', 'clia']",Staircase,,DATA20191106142118.txt,msaV0.3.py,AUT,AUT,2AC,,,,False,gfG001,"['k', 'j']",0.0,False,617,30.79416531604538
191,25,,reward,,2000,200,742.0,480.0,813,499,k,1585264,-1,2019-11-06 14:21:00,-1,,,12,mxbi4,10,"['intro', 'clia']",Staircase,,DATA20191106142118.txt,msaV0.3.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['k', 'j']",0.0,False,617,30.956239870340358
192,26,,ignore,,0,200,742.0,130.0,-1,-1,k,1597678,2000,2019-11-06 14:21:00,-1,,,12,mxbi4,10,"['intro', 'clia']",Staircase,,DATA20191106142118.txt,msaV0.3.py,AUT,AUT,2AC,,,,,,"['k', 'j']",1.0,False,617,31.118314424635336
193,26,,reward,,2000,200,742.0,470.0,798,420,k,1603631,-1,2019-11-06 14:21:00,-1,,,12,mxbi4,10,"['intro', 'clia']",Staircase,,DATA20191106142118.txt,msaV0.3.py,AUT,AUT,2AC,,,mf001,True,mf001,"['k', 'j']",0.0,False,617,31.280388978930308
194,26,,reward,,2000,200,742.0,130.0,812,172,k,1667407,2000,2019-11-06 14:21:00,-1,,,12,mxbi4,10,"['intro', 'clia']",Staircase,,DATA20191106142118.txt,msaV0.3.py,AUT,AUT,2AC,,,gfG001,True,gfG001,"['k', 'j']",0.0,False,617,31.442463533225286
195,26,,ignore,,0,200,742.0,470.0,-1,-1,k,1679919,2000,2019-11-06 14:21:00,-1,,,12,mxbi4,10,"['intro', 'clia']",Staircase,,DATA20191106142118.txt,msaV0.3.py,AUT,AUT,2AC,,,,,,"['k', 'j']",0.0,False,617,31.60453808752026
196,26,,reward,,2000,200,742.0,130.0,785,181,k,1717658,2000,2019-11-06 14:21:00,-1,,,12,mxbi4,10,"['intro', 'clia']",Staircase,,DATA20191106142118.txt,msaV0.3.py,AUT,AUT,2AC,,,gfG001,True,gfG001,"['k', 'j']",0.0,False,617,31.766612641815232
197,26,,reward,,2000,200,742.0,130.0,801,189,k,1729179,-1,2019-11-06 14:21:00,-1,,,12,mxbi4,10,"['intro', 'clia']",Staircase,,DATA20191106142118.txt,msaV0.3.py,AUT,AUT,2AC,,,mf001,True,mf001,"['k', 'j']",0.0,False,617,31.92868719611021
198,26,,ignore,,0,200,742.0,470.0,-1,-1,k,1745860,2000,2019-11-06 14:21:00,-1,,,12,mxbi4,10,"['intro', 'clia']",Staircase,,DATA20191106142118.txt,msaV0.3.py,AUT,AUT,2AC,,,,,,"['k', 'j']",0.0,False,617,32.090761750405186
199,26,,reward,,2000,200,742.0,130.0,780,143,k,1844607,-1,2019-11-06 14:21:00,-1,,,12,mxbi4,10,"['intro', 'clia']",Staircase,,DATA20191106142118.txt,msaV0.3.py,AUT,AUT,2AC,,,mf001,True,mf001,"['k', 'j']",0.0,False,617,32.25283630470016
200,26,,reward,,2000,200,742.0,470.0,791,390,k,1854223,-1,2019-11-06 14:21:00,-1,,,12,mxbi4,10,"['intro', 'clia']",Staircase,,DATA20191106142118.txt,msaV0.3.py,AUT,AUT,2AC,,,mf001,True,mf001,"['k', 'j']",0.0,False,617,32.414910858995135
201,26,,reward,,2000,200,742.0,470.0,788,417,k,1862579,-1,2019-11-06 14:21:00,-1,,,12,mxbi4,10,"['intro', 'clia']",Staircase,,DATA20191106142118.txt,msaV0.3.py,AUT,AUT,2AC,,,mf001,True,mf001,"['k', 'j']",0.0,False,617,32.57698541329012
202,26,,ignore,,0,200,742.0,470.0,-1,-1,k,1877178,2000,2019-11-06 14:21:00,-1,,,12,mxbi4,10,"['intro', 'clia']",Staircase,,DATA20191106142118.txt,msaV0.3.py,AUT,AUT,2AC,,,,,,"['k', 'j']",0.0,False,617,32.739059967585085
203,26,,ignore,,0,200,742.0,130.0,-1,-1,k,1948321,2000,2019-11-06 14:21:00,-1,,,12,mxbi4,10,"['intro', 'clia']",Staircase,,DATA20191106142118.txt,msaV0.3.py,AUT,AUT,2AC,,,,,,"['k', 'j']",0.0,False,617,32.90113452188007
204,26,,ignore,,0,200,742.0,130.0,-1,-1,k,2223008,2000,2019-11-06 14:21:00,-1,,,12,mxbi4,10,"['intro', 'clia']",Staircase,,DATA20191106142118.txt,msaV0.3.py,AUT,AUT,2AC,,,,,,"['k', 'j']",0.0,False,617,33.06320907617504
205,26,,ignore,,0,200,742.0,470.0,-1,-1,k,2235616,2000,2019-11-06 14:21:00,-1,,,12,mxbi4,10,"['intro', 'clia']",Staircase,,DATA20191106142118.txt,msaV0.3.py,AUT,AUT,2AC,,,,,,"['k', 'j']",0.0,False,617,33.22528363047002
206,26,,ignore,,0,200,742.0,470.0,-1,-1,k,2260992,2000,2019-11-06 14:21:00,-1,,,12,mxbi4,10,"['intro', 'clia']",Staircase,,DATA20191106142118.txt,msaV0.3.py,AUT,AUT,2AC,,,,,,"['k', 'j']",0.0,False,617,33.38735818476499
207,26,,reward,,2000,200,742.0,130.0,782,155,k,2302548,2000,2019-11-06 14:21:00,-1,,,12,mxbi4,10,"['intro', 'clia']",Staircase,,DATA20191106142118.txt,msaV0.3.py,AUT,AUT,2AC,,,gfG001,True,gfG001,"['k', 'j']",0.0,False,617,33.54943273905997
208,26,,ignore,,0,200,742.0,470.0,-1,-1,k,2316930,2000,2019-11-06 14:21:00,-1,,,12,mxbi4,10,"['intro', 'clia']",Staircase,,DATA20191106142118.txt,msaV0.3.py,AUT,AUT,2AC,,,,,,"['k', 'j']",0.0,False,617,33.71150729335494
