trial,step,objtype,object,objflag,action,stimusize,stimposx,stimposy,touchposx,touchposy,monkey,timestamp,tone,date,weight,disName,disCoor,sessionNumber,mxbi,version,animalsFound,sessionType,animalsMerged,filename,script,experiment,task,type,stimuli,amp,stimTouched,reward,tarName,animalsExpected,shift,jump,total_trials,p_trial
1,2,,reward,,1500,246,742.0,300.0,774,304,f,925018,-1,2019-08-01 15:23:00,-1,,,20,mxbi6,8,"['almo', 'blake']",Staircase,,DATA20190801152357.txt,msa20.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['c', 'f']",,False,584,0.17123287671232876
2,3,,reward,,1500,236,742.0,300.0,774,304,f,930323,-1,2019-08-01 15:23:00,-1,,,20,mxbi6,8,"['almo', 'blake']",Staircase,,DATA20190801152357.txt,msa20.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['c', 'f']",1.0,False,584,0.3424657534246575
3,3,,reward,,1500,236,742.0,300.0,774,304,f,945951,-1,2019-08-01 15:23:00,-1,,,20,mxbi6,8,"['almo', 'blake']",Staircase,,DATA20190801152357.txt,msa20.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['c', 'f']",0.0,False,584,0.5136986301369862
4,3,,reward,,1500,236,742.0,300.0,774,304,f,971992,-1,2019-08-01 15:23:00,-1,,,20,mxbi6,8,"['almo', 'blake']",Staircase,,DATA20190801152357.txt,msa20.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['c', 'f']",0.0,False,584,0.684931506849315
5,3,,reward,,1500,236,742.0,300.0,774,304,f,979327,-1,2019-08-01 15:23:00,-1,,,20,mxbi6,8,"['almo', 'blake']",Staircase,,DATA20190801152357.txt,msa20.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['c', 'f']",0.0,False,584,0.8561643835616438
6,3,,reward,,1500,236,742.0,300.0,774,304,f,1018645,-1,2019-08-01 15:23:00,-1,,,20,mxbi6,8,"['almo', 'blake']",Staircase,,DATA20190801152357.txt,msa20.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['c', 'f']",0.0,False,584,1.0273972602739725
7,3,,reward,,1500,236,742.0,300.0,774,304,f,1122733,-1,2019-08-01 15:23:00,-1,,,20,mxbi6,8,"['almo', 'blake']",Staircase,,DATA20190801152357.txt,msa20.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['c', 'f']",0.0,False,584,1.1986301369863013
8,3,,reward,,1500,236,742.0,300.0,774,304,f,1155703,-1,2019-08-01 15:23:00,-1,,,20,mxbi6,8,"['almo', 'blake']",Staircase,,DATA20190801152357.txt,msa20.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['c', 'f']",0.0,False,584,1.36986301369863
9,3,,reward,,1500,236,742.0,300.0,774,304,f,1299150,-1,2019-08-01 15:23:00,-1,,,20,mxbi6,8,"['almo', 'blake']",Staircase,,DATA20190801152357.txt,msa20.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['c', 'f']",0.0,False,584,1.5410958904109588
10,3,,reward,,1500,236,742.0,300.0,735,368,f,1703220,-1,2019-08-01 15:23:00,-1,,,20,mxbi6,8,"['almo', 'blake']",Staircase,,DATA20190801152357.txt,msa20.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['c', 'f']",0.0,False,584,1.7123287671232876
11,2,,reward,,1500,246,742.0,300.0,651,98,f,564051,-1,2019-08-02 15:06:00,-1,,,21,mxbi6,8,"['almo', 'blake']",Staircase,,DATA20190802150610.txt,msa20.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['c', 'f']",-1.0,False,584,1.8835616438356164
12,2,,wrong,,0,246,742.0,300.0,651,98,f,574263,-1,2019-08-02 15:06:00,-1,,,21,mxbi6,8,"['almo', 'blake']",Staircase,,DATA20190802150610.txt,msa20.py,AUT,AUT,2AC,,,rtriangle-pilot,False,btriangle-pilot,"['c', 'f']",0.0,False,584,2.054794520547945
13,2,,reward,,1500,246,742.0,300.0,670,364,f,581353,-1,2019-08-02 15:06:00,-1,,,21,mxbi6,8,"['almo', 'blake']",Staircase,,DATA20190802150610.txt,msa20.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['c', 'f']",0.0,False,584,2.2260273972602738
14,2,,wrong,,0,246,742.0,300.0,651,98,f,593281,-1,2019-08-02 15:06:00,-1,,,21,mxbi6,8,"['almo', 'blake']",Staircase,,DATA20190802150610.txt,msa20.py,AUT,AUT,2AC,,,rtriangle-pilot,False,btriangle-pilot,"['c', 'f']",0.0,False,584,2.3972602739726026
15,2,,reward,,1500,246,742.0,300.0,636,290,f,618262,-1,2019-08-02 15:06:00,-1,,,21,mxbi6,8,"['almo', 'blake']",Staircase,,DATA20190802150610.txt,msa20.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['c', 'f']",0.0,False,584,2.5684931506849313
16,2,,reward,,1500,246,742.0,300.0,636,290,f,627682,-1,2019-08-02 15:06:00,-1,,,21,mxbi6,8,"['almo', 'blake']",Staircase,,DATA20190802150610.txt,msa20.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['c', 'f']",0.0,False,584,2.73972602739726
17,2,,reward,,1500,246,742.0,300.0,636,290,f,664595,-1,2019-08-02 15:06:00,-1,,,21,mxbi6,8,"['almo', 'blake']",Staircase,,DATA20190802150610.txt,msa20.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['c', 'f']",0.0,False,584,2.910958904109589
18,2,,reward,,1500,246,742.0,300.0,748,282,f,666669,-1,2019-08-02 15:06:00,-1,,,21,mxbi6,8,"['almo', 'blake']",Staircase,,DATA20190802150610.txt,msa20.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['c', 'f']",0.0,False,584,3.0821917808219177
19,3,,reward,,1500,236,742.0,300.0,636,290,f,676943,-1,2019-08-02 15:06:00,-1,,,21,mxbi6,8,"['almo', 'blake']",Staircase,,DATA20190802150610.txt,msa20.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['c', 'f']",1.0,False,584,3.2534246575342465
20,3,,reward,,1500,236,742.0,300.0,636,290,f,682088,-1,2019-08-02 15:06:00,-1,,,21,mxbi6,8,"['almo', 'blake']",Staircase,,DATA20190802150610.txt,msa20.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['c', 'f']",0.0,False,584,3.4246575342465753
21,3,,reward,,1500,236,742.0,300.0,636,290,f,687795,-1,2019-08-02 15:06:00,-1,,,21,mxbi6,8,"['almo', 'blake']",Staircase,,DATA20190802150610.txt,msa20.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['c', 'f']",0.0,False,584,3.595890410958904
22,3,,reward,,1500,236,742.0,300.0,722,304,f,699307,-1,2019-08-02 15:06:00,-1,,,21,mxbi6,8,"['almo', 'blake']",Staircase,,DATA20190802150610.txt,msa20.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['c', 'f']",0.0,False,584,3.767123287671233
23,3,,reward,,1500,236,742.0,300.0,781,253,f,701259,-1,2019-08-02 15:06:00,-1,,,21,mxbi6,8,"['almo', 'blake']",Staircase,,DATA20190802150610.txt,msa20.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['c', 'f']",0.0,False,584,3.9383561643835616
24,3,,reward,,1500,236,742.0,300.0,702,279,f,711720,-1,2019-08-02 15:06:00,-1,,,21,mxbi6,8,"['almo', 'blake']",Staircase,,DATA20190802150610.txt,msa20.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['c', 'f']",0.0,False,584,4.10958904109589
25,3,,reward,,1500,236,742.0,300.0,663,342,f,735758,-1,2019-08-02 15:06:00,-1,,,21,mxbi6,8,"['almo', 'blake']",Staircase,,DATA20190802150610.txt,msa20.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['c', 'f']",0.0,False,584,4.280821917808219
26,3,,reward,,1500,236,742.0,300.0,668,315,f,748367,-1,2019-08-02 15:06:00,-1,,,21,mxbi6,8,"['almo', 'blake']",Staircase,,DATA20190802150610.txt,msa20.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['c', 'f']",0.0,False,584,4.4520547945205475
27,3,,ignore,,0,236,742.0,480.0,-1,-1,f,1000813,0,2019-08-02 15:06:00,-1,,,21,mxbi6,8,"['almo', 'blake']",Staircase,,DATA20190802150610.txt,msa20.py,AUT,AUT,2AC,,,,,,"['c', 'f']",0.0,False,584,4.623287671232877
28,2,,reward,,1500,246,742.0,180.0,732,277,f,565902,-1,2019-08-05 16:18:00,-1,,,23,mxbi6,8,"['almo', 'blake']",Staircase,,DATA20190805161815.txt,msa20.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['c', 'f']",-1.0,False,584,4.794520547945205
29,2,,reward,,1500,246,742.0,300.0,770,236,f,569643,-1,2019-08-05 16:18:00,-1,,,23,mxbi6,8,"['almo', 'blake']",Staircase,,DATA20190805161815.txt,msa20.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['c', 'f']",0.0,False,584,4.965753424657534
30,3,,reward,,1500,236,742.0,300.0,750,274,f,573003,-1,2019-08-05 16:18:00,-1,,,23,mxbi6,8,"['almo', 'blake']",Staircase,,DATA20190805161815.txt,msa20.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['c', 'f']",1.0,False,584,5.136986301369863
31,3,,reward,,1500,236,742.0,300.0,761,324,f,704780,-1,2019-08-05 16:18:00,-1,,,23,mxbi6,8,"['almo', 'blake']",Staircase,,DATA20190805161815.txt,msa20.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['c', 'f']",0.0,False,584,5.308219178082192
32,3,,reward,,1500,236,742.0,300.0,692,327,f,710161,-1,2019-08-05 16:18:00,-1,,,23,mxbi6,8,"['almo', 'blake']",Staircase,,DATA20190805161815.txt,msa20.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['c', 'f']",0.0,False,584,5.47945205479452
33,3,,reward,,1500,236,742.0,300.0,742,235,f,716043,-1,2019-08-05 16:18:00,-1,,,23,mxbi6,8,"['almo', 'blake']",Staircase,,DATA20190805161815.txt,msa20.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['c', 'f']",0.0,False,584,5.650684931506849
34,3,,reward,,1500,236,742.0,300.0,687,237,f,726251,-1,2019-08-05 16:18:00,-1,,,23,mxbi6,8,"['almo', 'blake']",Staircase,,DATA20190805161815.txt,msa20.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['c', 'f']",0.0,False,584,5.821917808219178
35,3,,reward,,1500,236,742.0,300.0,810,273,f,736107,-1,2019-08-05 16:18:00,-1,,,23,mxbi6,8,"['almo', 'blake']",Staircase,,DATA20190805161815.txt,msa20.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['c', 'f']",0.0,False,584,5.993150684931506
36,3,,reward,,1500,236,742.0,300.0,738,286,f,787487,-1,2019-08-05 16:18:00,-1,,,23,mxbi6,8,"['almo', 'blake']",Staircase,,DATA20190805161815.txt,msa20.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['c', 'f']",0.0,False,584,6.164383561643835
37,3,,reward,,1500,236,742.0,300.0,699,192,f,804888,-1,2019-08-05 16:18:00,-1,,,23,mxbi6,8,"['almo', 'blake']",Staircase,,DATA20190805161815.txt,msa20.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['c', 'f']",0.0,False,584,6.335616438356165
38,3,,reward,,1500,236,742.0,300.0,722,244,f,808873,-1,2019-08-05 16:18:00,-1,,,23,mxbi6,8,"['almo', 'blake']",Staircase,,DATA20190805161815.txt,msa20.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['c', 'f']",0.0,False,584,6.506849315068493
39,4,,ignore,,0,227,742.0,118.0,-1,-1,f,1428474,0,2019-08-05 16:18:00,-1,,,23,mxbi6,8,"['almo', 'blake']",Staircase,,DATA20190805161815.txt,msa20.py,AUT,AUT,2AC,,,,,,"['c', 'f']",1.0,False,584,6.678082191780822
40,4,,reward,,1500,227,742.0,300.0,731,156,f,1736985,-1,2019-08-05 16:18:00,-1,,,23,mxbi6,8,"['almo', 'blake']",Staircase,,DATA20190805161815.txt,msa20.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['c', 'f']",0.0,False,584,6.8493150684931505
41,4,,reward,,1500,227,742.0,300.0,751,258,f,1773301,-1,2019-08-05 16:18:00,-1,,,23,mxbi6,8,"['almo', 'blake']",Staircase,,DATA20190805161815.txt,msa20.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['c', 'f']",0.0,False,584,7.02054794520548
42,4,,reward,,1500,227,742.0,300.0,751,258,f,1790054,-1,2019-08-05 16:18:00,-1,,,23,mxbi6,8,"['almo', 'blake']",Staircase,,DATA20190805161815.txt,msa20.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['c', 'f']",0.0,False,584,7.191780821917808
43,4,,reward,,1500,227,742.0,300.0,751,258,f,1796613,-1,2019-08-05 16:18:00,-1,,,23,mxbi6,8,"['almo', 'blake']",Staircase,,DATA20190805161815.txt,msa20.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['c', 'f']",0.0,False,584,7.363013698630137
44,4,,reward,,1500,227,742.0,300.0,751,258,f,1810841,-1,2019-08-05 16:18:00,-1,,,23,mxbi6,8,"['almo', 'blake']",Staircase,,DATA20190805161815.txt,msa20.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['c', 'f']",0.0,False,584,7.534246575342466
45,5,,reward,,1500,218,742.0,300.0,751,258,f,1816082,-1,2019-08-05 16:18:00,-1,,,23,mxbi6,8,"['almo', 'blake']",Staircase,,DATA20190805161815.txt,msa20.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['c', 'f']",1.0,False,584,7.705479452054795
46,5,,reward,,1500,218,742.0,300.0,751,258,f,1824131,-1,2019-08-05 16:18:00,-1,,,23,mxbi6,8,"['almo', 'blake']",Staircase,,DATA20190805161815.txt,msa20.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['c', 'f']",0.0,False,584,7.876712328767123
47,5,,reward,,1500,218,742.0,300.0,816,320,f,1834249,-1,2019-08-05 16:18:00,-1,,,23,mxbi6,8,"['almo', 'blake']",Staircase,,DATA20190805161815.txt,msa20.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['c', 'f']",0.0,False,584,8.047945205479452
48,5,,reward,,1500,218,742.0,300.0,798,325,f,1838540,-1,2019-08-05 16:18:00,-1,,,23,mxbi6,8,"['almo', 'blake']",Staircase,,DATA20190805161815.txt,msa20.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['c', 'f']",0.0,False,584,8.21917808219178
49,5,,reward,,1500,218,742.0,300.0,815,322,f,1843816,-1,2019-08-05 16:18:00,-1,,,23,mxbi6,8,"['almo', 'blake']",Staircase,,DATA20190805161815.txt,msa20.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['c', 'f']",0.0,False,584,8.39041095890411
50,5,,reward,,1500,218,742.0,300.0,798,328,f,1850474,-1,2019-08-05 16:18:00,-1,,,23,mxbi6,8,"['almo', 'blake']",Staircase,,DATA20190805161815.txt,msa20.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['c', 'f']",0.0,False,584,8.561643835616438
51,5,,reward,,1500,218,742.0,300.0,798,325,f,1855848,-1,2019-08-05 16:18:00,-1,,,23,mxbi6,8,"['almo', 'blake']",Staircase,,DATA20190805161815.txt,msa20.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['c', 'f']",0.0,False,584,8.732876712328768
52,5,,reward,,1500,218,742.0,300.0,837,335,f,1862217,-1,2019-08-05 16:18:00,-1,,,23,mxbi6,8,"['almo', 'blake']",Staircase,,DATA20190805161815.txt,msa20.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['c', 'f']",0.0,False,584,8.904109589041095
53,5,,reward,,1500,218,742.0,300.0,799,326,f,1867017,-1,2019-08-05 16:18:00,-1,,,23,mxbi6,8,"['almo', 'blake']",Staircase,,DATA20190805161815.txt,msa20.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['c', 'f']",0.0,False,584,9.075342465753424
54,6,,reward,,1500,208,742.0,300.0,796,330,f,1880394,-1,2019-08-05 16:18:00,-1,,,23,mxbi6,8,"['almo', 'blake']",Staircase,,DATA20190805161815.txt,msa20.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['c', 'f']",1.0,False,584,9.246575342465754
55,6,,reward,,1500,208,742.0,300.0,782,308,f,1893610,-1,2019-08-05 16:18:00,-1,,,23,mxbi6,8,"['almo', 'blake']",Staircase,,DATA20190805161815.txt,msa20.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['c', 'f']",0.0,False,584,9.417808219178083
56,6,,reward,,1500,208,742.0,300.0,785,331,f,1903849,-1,2019-08-05 16:18:00,-1,,,23,mxbi6,8,"['almo', 'blake']",Staircase,,DATA20190805161815.txt,msa20.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['c', 'f']",0.0,False,584,9.58904109589041
57,6,,reward,,1500,208,742.0,300.0,812,314,f,1937228,-1,2019-08-05 16:18:00,-1,,,23,mxbi6,8,"['almo', 'blake']",Staircase,,DATA20190805161815.txt,msa20.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['c', 'f']",0.0,False,584,9.76027397260274
58,6,,wrong,,0,208,742.0,118.0,880,227,f,1950249,0,2019-08-05 16:18:00,-1,,,23,mxbi6,8,"['almo', 'blake']",Staircase,,DATA20190805161815.txt,msa20.py,AUT,AUT,2AC,,,,False,gfG001,"['c', 'f']",0.0,False,584,9.931506849315069
59,6,,reward,,1500,208,742.0,300.0,809,321,f,1960266,-1,2019-08-05 16:18:00,-1,,,23,mxbi6,8,"['almo', 'blake']",Staircase,,DATA20190805161815.txt,msa20.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['c', 'f']",0.0,False,584,10.102739726027398
60,6,,reward,,1500,208,742.0,300.0,795,328,f,1968296,-1,2019-08-05 16:18:00,-1,,,23,mxbi6,8,"['almo', 'blake']",Staircase,,DATA20190805161815.txt,msa20.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['c', 'f']",0.0,False,584,10.273972602739725
61,6,,reward,,1500,208,742.0,300.0,800,337,f,2009641,-1,2019-08-05 16:18:00,-1,,,23,mxbi6,8,"['almo', 'blake']",Staircase,,DATA20190805161815.txt,msa20.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['c', 'f']",0.0,False,584,10.445205479452055
62,6,,reward,,1500,208,742.0,300.0,731,503,f,2411783,-1,2019-08-05 16:18:00,-1,,,23,mxbi6,8,"['almo', 'blake']",Staircase,,DATA20190805161815.txt,msa20.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['c', 'f']",0.0,False,584,10.616438356164384
63,6,,reward,,1500,208,742.0,300.0,814,313,f,2423115,-1,2019-08-05 16:18:00,-1,,,23,mxbi6,8,"['almo', 'blake']",Staircase,,DATA20190805161815.txt,msa20.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['c', 'f']",0.0,False,584,10.787671232876713
64,6,,reward,,1500,208,742.0,300.0,804,315,f,2428044,-1,2019-08-05 16:18:00,-1,,,23,mxbi6,8,"['almo', 'blake']",Staircase,,DATA20190805161815.txt,msa20.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['c', 'f']",0.0,False,584,10.95890410958904
65,6,,reward,,1500,208,742.0,300.0,805,320,f,2437863,-1,2019-08-05 16:18:00,-1,,,23,mxbi6,8,"['almo', 'blake']",Staircase,,DATA20190805161815.txt,msa20.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['c', 'f']",0.0,False,584,11.13013698630137
66,6,,reward,,1500,208,742.0,300.0,836,348,f,2443144,-1,2019-08-05 16:18:00,-1,,,23,mxbi6,8,"['almo', 'blake']",Staircase,,DATA20190805161815.txt,msa20.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['c', 'f']",0.0,False,584,11.301369863013697
67,6,,reward,,1500,208,742.0,300.0,833,327,f,2450122,-1,2019-08-05 16:18:00,-1,,,23,mxbi6,8,"['almo', 'blake']",Staircase,,DATA20190805161815.txt,msa20.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['c', 'f']",0.0,False,584,11.472602739726028
68,6,,reward,,1500,208,742.0,300.0,822,321,f,2456871,-1,2019-08-05 16:18:00,-1,,,23,mxbi6,8,"['almo', 'blake']",Staircase,,DATA20190805161815.txt,msa20.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['c', 'f']",0.0,False,584,11.643835616438356
69,6,,reward,,1500,208,742.0,300.0,808,321,f,2460747,-1,2019-08-05 16:18:00,-1,,,23,mxbi6,8,"['almo', 'blake']",Staircase,,DATA20190805161815.txt,msa20.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['c', 'f']",0.0,False,584,11.815068493150685
70,6,,wrong,,0,208,742.0,480.0,847,358,f,2501800,0,2019-08-05 16:18:00,-1,,,23,mxbi6,8,"['almo', 'blake']",Staircase,,DATA20190805161815.txt,msa20.py,AUT,AUT,2AC,,,,False,gfG001,"['c', 'f']",0.0,False,584,11.986301369863012
71,6,,reward,,1500,208,742.0,300.0,792,343,f,2234486,-1,2019-08-09 14:20:00,-1,,,25,mxbi6,8,"['almo', 'blake']",Staircase,,DATA20190809142055.txt,msa20.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['c', 'f']",1.0,False,584,12.157534246575343
72,6,,reward,,1500,208,742.0,300.0,812,326,f,2238938,-1,2019-08-09 14:20:00,-1,,,25,mxbi6,8,"['almo', 'blake']",Staircase,,DATA20190809142055.txt,msa20.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['c', 'f']",0.0,False,584,12.32876712328767
73,6,,reward,,1500,208,742.0,300.0,805,327,f,2242937,-1,2019-08-09 14:20:00,-1,,,25,mxbi6,8,"['almo', 'blake']",Staircase,,DATA20190809142055.txt,msa20.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['c', 'f']",0.0,False,584,12.5
74,6,,reward,,1500,208,742.0,300.0,806,319,f,2247510,-1,2019-08-09 14:20:00,-1,,,25,mxbi6,8,"['almo', 'blake']",Staircase,,DATA20190809142055.txt,msa20.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['c', 'f']",0.0,False,584,12.67123287671233
75,6,,reward,,1500,208,742.0,300.0,802,317,f,2252473,-1,2019-08-09 14:20:00,-1,,,25,mxbi6,8,"['almo', 'blake']",Staircase,,DATA20190809142055.txt,msa20.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['c', 'f']",0.0,False,584,12.842465753424658
76,6,,reward,,1500,208,742.0,300.0,817,342,f,2256183,-1,2019-08-09 14:20:00,-1,,,25,mxbi6,8,"['almo', 'blake']",Staircase,,DATA20190809142055.txt,msa20.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['c', 'f']",0.0,False,584,13.013698630136986
77,6,,reward,,1500,208,742.0,300.0,794,321,f,2269977,-1,2019-08-09 14:20:00,-1,,,25,mxbi6,8,"['almo', 'blake']",Staircase,,DATA20190809142055.txt,msa20.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['c', 'f']",0.0,False,584,13.184931506849315
78,6,,reward,,1500,208,742.0,300.0,816,323,f,2273690,-1,2019-08-09 14:20:00,-1,,,25,mxbi6,8,"['almo', 'blake']",Staircase,,DATA20190809142055.txt,msa20.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['c', 'f']",0.0,False,584,13.356164383561644
79,6,,reward,,1500,208,742.0,300.0,807,323,f,2277911,-1,2019-08-09 14:20:00,-1,,,25,mxbi6,8,"['almo', 'blake']",Staircase,,DATA20190809142055.txt,msa20.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['c', 'f']",0.0,False,584,13.527397260273974
80,7,,reward,,1500,208,742.0,290.0,817,329,f,2281943,-1,2019-08-09 14:20:00,-1,,,25,mxbi6,8,"['almo', 'blake']",Staircase,,DATA20190809142055.txt,msa20.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['c', 'f']",1.0,False,584,13.698630136986301
81,7,,reward,,1500,208,742.0,290.0,811,327,f,2285528,-1,2019-08-09 14:20:00,-1,,,25,mxbi6,8,"['almo', 'blake']",Staircase,,DATA20190809142055.txt,msa20.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['c', 'f']",0.0,False,584,13.86986301369863
82,7,,reward,,1500,208,742.0,310.0,812,314,f,2290518,-1,2019-08-09 14:20:00,-1,,,25,mxbi6,8,"['almo', 'blake']",Staircase,,DATA20190809142055.txt,msa20.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['c', 'f']",0.0,False,584,14.04109589041096
83,7,,reward,,1500,208,742.0,290.0,820,328,f,2294137,-1,2019-08-09 14:20:00,-1,,,25,mxbi6,8,"['almo', 'blake']",Staircase,,DATA20190809142055.txt,msa20.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['c', 'f']",0.0,False,584,14.212328767123289
84,7,,reward,,1500,208,742.0,310.0,798,315,f,2301146,-1,2019-08-09 14:20:00,-1,,,25,mxbi6,8,"['almo', 'blake']",Staircase,,DATA20190809142055.txt,msa20.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['c', 'f']",0.0,False,584,14.383561643835616
85,7,,reward,,1500,208,742.0,310.0,809,351,f,2305594,-1,2019-08-09 14:20:00,-1,,,25,mxbi6,8,"['almo', 'blake']",Staircase,,DATA20190809142055.txt,msa20.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['c', 'f']",0.0,False,584,14.554794520547945
86,7,,reward,,1500,208,742.0,290.0,810,340,f,2309206,-1,2019-08-09 14:20:00,-1,,,25,mxbi6,8,"['almo', 'blake']",Staircase,,DATA20190809142055.txt,msa20.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['c', 'f']",0.0,False,584,14.726027397260275
87,7,,reward,,1500,208,742.0,310.0,815,352,f,2312922,-1,2019-08-09 14:20:00,-1,,,25,mxbi6,8,"['almo', 'blake']",Staircase,,DATA20190809142055.txt,msa20.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['c', 'f']",0.0,False,584,14.897260273972604
88,7,,reward,,1500,208,742.0,290.0,804,325,f,2319062,-1,2019-08-09 14:20:00,-1,,,25,mxbi6,8,"['almo', 'blake']",Staircase,,DATA20190809142055.txt,msa20.py,AUT,AUT,2AC,,,btriangle-pilot,True,btriangle-pilot,"['c', 'f']",0.0,False,584,15.068493150684931
