ITI;Outcome;animal
9245.0;wrong;k
162153.0;wrong;k
7890.0;wrong;k
11449.0;wrong;k
7986.0;reward;k
2988.0;wrong;k
7932.0;reward;k
2036.0;wrong;k
7802.0;wrong;k
7963.0;wrong;k
20442.0;wrong;k
24566.0;wrong;k
7837.0;wrong;k
198491.0;wrong;k
34684.0;wrong;k
7896.0;reward;k
2451.0;reward;k
9077.0;wrong;k
445079.0;wrong;k
8449.0;wrong;k
717368.0;wrong;k
9627.0;wrong;k
7957.0;wrong;k
7869.0;wrong;k
434684.0;wrong;k
10265.0;wrong;k
7839.0;reward;k
5264.0;wrong;k
14236.0;wrong;k
8411.0;wrong;k
7900.0;reward;k
18226.0;reward;k
6358.0;wrong;k
8438.0;wrong;k
7965.0;wrong;k
7933.0;wrong;k
7804.0;wrong;k
197179.0;wrong;k
7887.0;wrong;k
7860.0;wrong;k
8533.0;wrong;k
7862.0;wrong;k
66712.0;wrong;k
9665.0;wrong;k
14675.0;reward;k
2545.0;wrong;k
7841.0;wrong;k
7998.0;reward;k
4910.0;wrong;k
7856.0;wrong;k
297370.0;wrong;k
7898.0;wrong;k
297224.0;wrong;k
78745.0;reward;k
5312.0;reward;k
6717.0;reward;k
3787.0;reward;k
5830.0;reward;k
11537.0;reward;k
4744.0;reward;k
5644.0;reward;k
4701.0;reward;k
3698.0;reward;k
3851.0;wrong;k
7934.0;wrong;k
7896.0;reward;k
4607.0;wrong;k
7959.0;wrong;k
8089.0;wrong;k
7825.0;reward;k
2506.0;wrong;k
7899.0;wrong;k
7961.0;wrong;k
127793.0;wrong;k
7884.0;wrong;k
7860.0;wrong;k
24820.0;wrong;k
8018.0;wrong;k
7831.0;wrong;k
43582.0;reward;k
6054.0;wrong;k
7738.0;reward;k
2736.0;reward;k
7853.0;wrong;k
7931.0;reward;k
25928.0;reward;k
4647.0;wrong;k
7831.0;wrong;k
7900.0;wrong;k
7870.0;reward;k
2997.0;wrong;k
10324.0;wrong;k
7770.0;wrong;k
90229.0;wrong;k
7794.0;wrong;k
7770.0;wrong;k
7843.0;wrong;k
7727.0;wrong;k
7800.0;wrong;k
7835.0;wrong;k
33535.0;wrong;k
7772.0;wrong;k
7849.0;reward;k
3432.0;wrong;k
8579.0;wrong;k
204535.0;wrong;k
7781.0;wrong;k
7871.0;wrong;k
7854.0;wrong;k
7802.0;reward;k
4003.0;reward;k
6929.0;reward;k
4839.0;wrong;k
7929.0;reward;k
5248.0;reward;k
7535.0;reward;k
2757.0;wrong;k
16251.0;reward;k
4762.0;wrong;k
7738.0;wrong;k
29368.0;wrong;k
7836.0;wrong;k
8210.0;wrong;k
10089.0;wrong;k
16376.0;wrong;k
7794.0;wrong;k
7800.0;wrong;k
227606.0;wrong;k
7848.0;reward;k
5167.0;wrong;k
7866.0;wrong;k
11735.0;reward;k
4910.0;wrong;k
7824.0;reward;k
4293.0;reward;k
5660.0;reward;k
5576.0;reward;k
4720.0;reward;k
4996.0;reward;k
4384.0;reward;k
5342.0;reward;k
7749.0;reward;k
5459.0;reward;k
3466.0;wrong;k
8119.0;wrong;k
8015.0;reward;k
5598.0;reward;k
5214.0;wrong;k
9366.0;wrong;k
11282.0;reward;k
4164.0;reward;k
3553.0;reward;k
26164.0;reward;k
18350.0;wrong;k
7932.0;wrong;k
7963.0;wrong;k
-13351829.0;wrong;k
10745.0;wrong;k
7838.0;wrong;k
7870.0;reward;k
6380.0;reward;k
5140.0;wrong;k
8191.0;wrong;k
76446.0;wrong;k
7711.0;wrong;k
7776.0;wrong;k
7864.0;reward;k
5815.0;reward;k
4979.0;reward;k
3914.0;reward;k
4562.0;wrong;k
7616.0;wrong;k
8158.0;wrong;k
7905.0;wrong;k
7649.0;wrong;k
8222.0;reward;k
4602.0;reward;k
4529.0;wrong;k
8258.0;wrong;k
24097.0;reward;k
6674.0;wrong;k
8415.0;wrong;k
7708.0;reward;k
3376.0;reward;k
4838.0;reward;k
5332.0;reward;k
3606.0;wrong;k
7808.0;wrong;k
7711.0;wrong;k
7937.0;wrong;k
7584.0;wrong;k
25247.0;wrong;k
7712.0;wrong;k
8576.0;wrong;k
7710.0;wrong;k
8096.0;wrong;k
7777.0;wrong;k
11231.0;wrong;k
36319.0;wrong;k
7804.0;wrong;k
7738.0;wrong;k
8670.0;reward;k
4306.0;reward;k
5083.0;reward;k
5497.0;reward;k
5298.0;wrong;k
350334.0;reward;k
5209.0;reward;k
4338.0;reward;k
6457.0;wrong;k
7839.0;wrong;k
7710.0;wrong;k
7585.0;wrong;k
9785.0;wrong;k
7811.0;reward;k
5519.0;reward;k
5389.0;wrong;k
8034.0;wrong;k
51680.0;wrong;k
7733.0;reward;k
5786.0;wrong;k
8032.0;reward;k
3769.0;reward;k
4780.0;wrong;k
7802.0;reward;k
5658.0;wrong;k
8827.0;reward;k
6607.0;reward;k
4782.0;reward;k
3408.0;wrong;k
8665.0;reward;k
2713.0;wrong;k
8476.0;reward;k
4184.0;reward;k
2969.0;wrong;k
8285.0;wrong;k
7895.0;reward;k
5783.0;wrong;k
8035.0;reward;k
5200.0;reward;k
3610.0;reward;k
4471.0;reward;k
4061.0;reward;k
4155.0;reward;k
3996.0;wrong;k
8350.0;wrong;k
91486.0;reward;k
5752.0;reward;k
6588.0;reward;k
4628.0;reward;k
4235.0;reward;k
7312.0;wrong;k
14269.0;wrong;k
7773.0;wrong;k
12769.0;reward;k
3864.0;wrong;k
7836.0;wrong;k
7836.0;reward;k
4439.0;reward;k
5732.0;wrong;k
9245.0;reward;k
5234.0;reward;k
6202.0;reward;k
4569.0;wrong;k
111388.0;wrong;k
40219.0;reward;k
5784.0;reward;k
8056.0;reward;k
6743.0;reward;k
5816.0;wrong;k
8350.0;reward;k
6068.0;wrong;k
8220.0;wrong;k
7737.0;wrong;k
7770.0;wrong;k
8150.0;wrong;k
7710.0;reward;k
5493.0;wrong;k
7676.0;wrong;k
7806.0;wrong;k
7740.0;wrong;k
7869.0;wrong;k
7644.0;wrong;k
7728.0;wrong;k
7675.0;reward;k
4636.0;reward;k
4378.0;wrong;k
7808.0;reward;k
3417.0;reward;k
4215.0;reward;k
5795.0;wrong;k
8285.0;wrong;k
8667.0;reward;k
5751.0;reward;k
10547.0;reward;k
3510.0;wrong;k
7805.0;reward;k
5008.0;reward;k
3669.0;reward;k
4885.0;reward;k
4214.0;reward;k
3480.0;wrong;k
7779.0;reward;k
4951.0;wrong;k
7740.0;wrong;k
8600.0;reward;k
5510.0;reward;k
3609.0;reward;k
3572.0;reward;k
5141.0;reward;k
3316.0;reward;k
5272.0;reward;k
3983.0;reward;k
2872.0;reward;k
5029.0;reward;k
3027.0;reward;k
3444.0;reward;k
2773.0;reward;k
3255.0;reward;k
2349.0;reward;k
3923.0;reward;k
2968.0;reward;k
6006.0;reward;k
4116.0;reward;k
13574.0;wrong;k
8474.0;reward;k
3091.0;reward;k
17331.0;wrong;k
7866.0;reward;k
4848.0;wrong;k
8512.0;wrong;k
8438.0;wrong;k
11163.0;wrong;k
7740.0;wrong;k
7771.0;reward;k
4278.0;wrong;k
8124.0;reward;k
5331.0;reward;k
4340.0;reward;k
4625.0;wrong;k
8412.0;reward;k
4946.0;reward;k
5814.0;reward;k
4948.0;wrong;k
7803.0;wrong;k
8572.0;wrong;k
23482.0;wrong;k
7759.0;wrong;k
7803.0;reward;k
4501.0;reward;k
5234.0;reward;k
5648.0;reward;k
3918.0;reward;k
4560.0;reward;k
4691.0;reward;k
3734.0;wrong;k
7772.0;reward;k
3668.0;reward;k
4209.0;reward;k
5260.0;reward;k
3206.0;reward;k
4306.0;wrong;k
7706.0;wrong;k
11678.0;reward;k
3537.0;reward;k
4601.0;reward;k
4788.0;reward;k
4063.0;reward;k
5042.0;reward;k
3927.0;reward;k
5762.0;wrong;k
7674.0;wrong;k
8377.0;reward;k
2070.0;reward;k
3567.0;reward;k
3194.0;reward;k
3094.0;reward;k
3503.0;reward;k
8051.0;reward;k
3669.0;wrong;k
7804.0;reward;k
5455.0;reward;k
3694.0;reward;k
2867.0;reward;k
3539.0;reward;k
2544.0;reward;k
3696.0;reward;k
3890.0;wrong;k
27005.0;wrong;k
8379.0;wrong;k
7896.0;reward;k
4689.0;wrong;k
7830.0;reward;k
3763.0;reward;k
4466.0;reward;k
5000.0;reward;k
3624.0;reward;k
3182.0;wrong;k
10584.0;reward;k
3890.0;reward;k
4590.0;wrong;k
17404.0;wrong;k
8825.0;wrong;k
7918.0;reward;k
4238.0;reward;k
4623.0;wrong;k
8061.0;wrong;k
7837.0;reward;k
17963.0;reward;k
6250.0;reward;k
6319.0;reward;k
4353.0;reward;k
5258.0;reward;k
3309.0;reward;k
3407.0;wrong;k
14779.0;reward;k
4065.0;reward;k
2993.0;wrong;k
15539.0;reward;k
6990.0;wrong;k
8225.0;reward;k
4656.0;reward;k
4531.0;reward;k
5581.0;reward;k
3808.0;reward;k
4172.0;reward;k
4367.0;reward;k
2958.0;wrong;k
25763.0;reward;k
4296.0;wrong;k
7896.0;reward;k
4648.0;reward;k
4552.0;reward;k
4109.0;reward;k
8075.0;reward;k
5953.0;reward;k
5002.0;wrong;k
7985.0;reward;k
3429.0;reward;k
5538.0;reward;k
3324.0;wrong;k
9013.0;reward;k
4203.0;wrong;k
8985.0;reward;k
2957.0;reward;k
5362.0;reward;k
4584.0;reward;k
3440.0;reward;k
3426.0;wrong;k
8215.0;wrong;k
7698.0;reward;k
5134.0;reward;k
4272.0;reward;k
2758.0;reward;k
3565.0;reward;k
3888.0;reward;k
3600.0;reward;k
3757.0;reward;k
3556.0;reward;k
21707.0;reward;k
5386.0;reward;k
3181.0;reward;k
6247.0;reward;k
5095.0;reward;k
4749.0;reward;k
4941.0;reward;k
4687.0;reward;k
3433.0;reward;k
4046.0;reward;k
6033.0;reward;k
3211.0;reward;k
14611.0;reward;k
4673.0;reward;k
5253.0;reward;k
4554.0;reward;k
3468.0;reward;k
2792.0;reward;k
5728.0;reward;k
4680.0;reward;k
3678.0;reward;k
3115.0;reward;k
3984.0;reward;k
3914.0;reward;k
5519.0;reward;k
24648.0;reward;k
3462.0;reward;k
3634.0;reward;k
4824.0;reward;k
4176.0;reward;k
2729.0;reward;k
3981.0;reward;k
3849.0;reward;k
31396.0;reward;k
4973.0;reward;k
6350.0;reward;k
43615.0;reward;k
4777.0;reward;k
4352.0;reward;k
3020.0;reward;k
8716.0;reward;k
4345.0;reward;k
3023.0;reward;k
-3609611.0;reward;k
6131.0;reward;k
7825.0;reward;k
4475.0;reward;k
9748.0;reward;k
4212.0;reward;k
3892.0;reward;k
4114.0;reward;k
4058.0;reward;k
5212.0;reward;k
3633.0;reward;k
4852.0;reward;k
5460.0;reward;k
3992.0;reward;k
4209.0;reward;k
5875.0;reward;k
8145.0;reward;k
2906.0;reward;k
3059.0;reward;k
3956.0;reward;k
3515.0;reward;k
4338.0;reward;k
4083.0;reward;k
3444.0;reward;k
4073.0;reward;k
2993.0;reward;k
3324.0;reward;k
2744.0;reward;k
5050.0;reward;k
3643.0;reward;k
10451.0;reward;k
3538.0;reward;k
13171.0;reward;k
3284.0;reward;k
5586.0;reward;k
3858.0;reward;k
3123.0;reward;k
3770.0;reward;k
2860.0;reward;k
4243.0;reward;k
2969.0;reward;k
3568.0;reward;k
3891.0;reward;k
4634.0;reward;k
3507.0;reward;k
3411.0;reward;k
12401.0;reward;k
18993.0;reward;k
9723.0;reward;k
5458.0;reward;k
3068.0;reward;k
3312.0;reward;k
5938.0;reward;k
12216.0;reward;k
3987.0;reward;k
2969.0;reward;k
3801.0;reward;k
3643.0;reward;k
11409.0;reward;k
3579.0;reward;k
3662.0;reward;k
4164.0;reward;k
3452.0;reward;k
3378.0;reward;k
5496.0;reward;k
3729.0;reward;k
2801.0;reward;k
4305.0;reward;k
4308.0;reward;k
3728.0;reward;k
4304.0;reward;k
4050.0;reward;k
4176.0;reward;k
4628.0;reward;k
8988.0;reward;k
3474.0;reward;k
7292.0;reward;k
3640.0;reward;k
3600.0;reward;k
4275.0;reward;k
5278.0;reward;k
3794.0;reward;k
6033.0;reward;k
3561.0;reward;k
3547.0;reward;k
4269.0;reward;k
2873.0;reward;k
5265.0;reward;k
7987.0;reward;k
3316.0;reward;k
3640.0;reward;k
2905.0;reward;k
4108.0;reward;k
2871.0;reward;k
39256.0;reward;k
4570.0;reward;k
5081.0;reward;k
3959.0;reward;k
9720.0;reward;k
4606.0;reward;k
4501.0;reward;k
5370.0;reward;k
5097.0;reward;k
4760.0;reward;k
3578.0;reward;k
6968.0;reward;k
4983.0;reward;k
3894.0;reward;k
6293.0;reward;k
4393.0;reward;k
3453.0;reward;k
4394.0;reward;k
3699.0;reward;k
2996.0;reward;k
2862.0;reward;k
3159.0;reward;k
4119.0;reward;k
6008.0;reward;k
4154.0;reward;k
4051.0;reward;k
25719.0;reward;k
5209.0;reward;k
4182.0;reward;k
3926.0;reward;k
4373.0;reward;k
3706.0;reward;k
3737.0;reward;k
3820.0;reward;k
4559.0;reward;k
45590.0;reward;k
5754.0;reward;k
4695.0;reward;k
4348.0;reward;k
4407.0;reward;k
4828.0;reward;k
3669.0;reward;k
3638.0;reward;k
8756.0;reward;k
4351.0;reward;k
3956.0;reward;k
3000.0;reward;k
3250.0;reward;k
9013.0;reward;k
3542.0;reward;k
3352.0;reward;k
5297.0;reward;k
9073.0;reward;k
3851.0;reward;k
3350.0;reward;k
3953.0;reward;k
4021.0;reward;k
7860.0;reward;k
4638.0;reward;k
3989.0;reward;k
3502.0;reward;k
3351.0;reward;k
2597.0;reward;k
94867.0;reward;k
4153.0;reward;k
3701.0;reward;k
3603.0;reward;k
3093.0;reward;k
2707.0;reward;k
4205.0;reward;k
3018.0;reward;k
2933.0;reward;k
5174.0;reward;k
265556.0;reward;k
9332.0;reward;k
4206.0;reward;k
9042.0;reward;k
6989.0;reward;k
3059.0;reward;k
26833.0;reward;k
4624.0;reward;k
6994.0;reward;k
3826.0;reward;k
218574.0;reward;k
3953.0;wrong;k
11081.0;reward;k
3058.0;reward;k
8309.0;reward;k
4721.0;reward;k
4871.0;reward;k
3252.0;reward;k
4047.0;reward;k
6218.0;wrong;k
155656.0;reward;k
5684.0;reward;k
3856.0;reward;k
3438.0;reward;k
3441.0;reward;k
4871.0;reward;k
3190.0;reward;k
3887.0;reward;k
2834.0;reward;k
3056.0;reward;k
540204.0;reward;k
6513.0;reward;k
10128.0;reward;k
4368.0;wrong;k
7849.0;reward;k
3536.0;wrong;k
290979.0;wrong;k
3549505.0;wrong;k
7975.0;reward;k
4685.0;reward;k
18319.0;wrong;k
7901.0;wrong;k
448291.0;wrong;k
115168.0;reward;k
5161.0;wrong;k
-7244859.0;reward;k
8531.0;reward;k
19895.0;wrong;k
27155.0;wrong;k
14033.0;wrong;k
21816.0;wrong;k
729636.0;wrong;k
18016.0;reward;k
5684.0;wrong;k
15504.0;reward;k
5083.0;reward;k
11252.0;wrong;k
459375.0;reward;k
7510.0;reward;k
6133.0;wrong;k
18524.0;reward;k
4951.0;reward;k
6826.0;reward;k
5846.0;reward;k
5840.0;reward;k
8179.0;reward;k
13618.0;reward;k
4631.0;reward;k
8049.0;reward;k
4987.0;reward;k
5659.0;reward;k
4984.0;reward;k
4404.0;reward;k
6964.0;reward;k
3280.0;wrong;k
10912.0;reward;k
2770.0;reward;k
6998.0;reward;k
8468.0;reward;k
5331.0;reward;k
17637.0;reward;k
4084.0;wrong;k
20434.0;reward;k
2298.0;wrong;k
742192.0;reward;k
4337.0;reward;k
10610.0;reward;k
11350.0;reward;k
5017.0;reward;k
4921.0;reward;k
4998.0;wrong;k
15246.0;reward;k
4755.0;wrong;k
9952.0;reward;k
2769.0;wrong;k
11062.0;reward;k
5656.0;wrong;k
12292.0;reward;k
4403.0;reward;k
4303.0;wrong;k
24900.0;reward;k
3821.0;reward;k
10872.0;reward;k
4941.0;wrong;k
617033.0;reward;k
6233.0;reward;k
15378.0;reward;k
6102.0;reward;k
5471.0;reward;k
4623.0;reward;k
4469.0;reward;k
4319.0;reward;k
10444.0;wrong;k
10282.0;wrong;k
8011.0;reward;k
4786.0;reward;k
5162.0;reward;k
5681.0;reward;k
4052.0;reward;k
3509.0;reward;k
8743.0;reward;k
3954.0;wrong;k
12404.0;reward;k
3632.0;reward;k
4532.0;wrong;k
60364.0;wrong;k
8074.0;reward;k
13873.0;reward;k
5975.0;reward;k
5838.0;reward;k
4626.0;reward;k
5505.0;wrong;k
19525.0;reward;k
4403.0;reward;k
5235.0;wrong;k
12551.0;reward;k
4209.0;wrong;k
859338.0;reward;k
8173.0;reward;k
8913.0;reward;k
14577.0;wrong;k
8278.0;reward;k
3816.0;reward;k
6829.0;wrong;k
14725.0;wrong;k
-5193473.0;reward;k
7178.0;reward;k
4092.0;reward;k
3782.0;wrong;k
8147.0;wrong;k
42256.0;reward;k
4338.0;reward;k
5453.0;wrong;k
49405.0;reward;k
367295.0;reward;k
7505.0;wrong;k
33496.0;reward;k
3738.0;wrong;k
7810.0;wrong;k
31893.0;reward;k
4532.0;reward;k
4728.0;reward;k
5260.0;reward;k
4244.0;wrong;k
45500.0;wrong;k
7710.0;reward;k
4275.0;reward;k
7159.0;reward;k
4535.0;reward;k
5113.0;reward;k
3898.0;reward;k
4571.0;wrong;k
22004.0;reward;k
3629.0;wrong;k
8019.0;wrong;k
15157.0;wrong;k
7771.0;wrong;k
13851.0;reward;k
4347.0;wrong;k
7721.0;wrong;k
7756.0;reward;k
3632.0;reward;k
3420.0;wrong;k
7743.0;reward;k
3930.0;reward;k
4623.0;wrong;k
7923.0;wrong;k
14367.0;wrong;k
8244.0;reward;k
6353.0;reward;k
4156.0;reward;k
9948.0;wrong;k
7856.0;reward;k
3533.0;wrong;k
7791.0;reward;k
3835.0;wrong;k
7920.0;wrong;k
29586.0;wrong;k
7861.0;wrong;k
7892.0;reward;k
4573.0;reward;k
4563.0;wrong;k
30548.0;wrong;k
8243.0;reward;k
2800.0;reward;k
6935.0;reward;k
6309.0;reward;k
4814.0;reward;k
8602.0;reward;k
4436.0;reward;k
4314.0;reward;k
5550.0;wrong;k
7837.0;reward;k
2875.0;reward;k
4984.0;reward;k
3766.0;wrong;k
7760.0;wrong;k
14338.0;reward;k
4438.0;wrong;k
7890.0;wrong;k
13375.0;wrong;k
7744.0;wrong;k
-1454872.0;reward;k
4755.0;reward;k
6009.0;reward;k
5560.0;reward;k
4235.0;wrong;k
7875.0;reward;k
4084.0;reward;k
8850.0;reward;k
5176.0;wrong;k
9708.0;reward;k
4263.0;wrong;k
7742.0;reward;k
4475.0;reward;k
5337.0;wrong;k
7891.0;reward;k
3674.0;reward;k
4858.0;wrong;k
7862.0;reward;k
4713.0;wrong;k
7752.0;reward;k
4720.0;wrong;k
21568.0;reward;k
7442.0;reward;k
7378.0;wrong;k
7747.0;wrong;k
11795.0;wrong;k
12759.0;reward;k
4053.0;reward;k
4364.0;reward;k
4228.0;reward;k
5447.0;wrong;k
7699.0;reward;k
4626.0;reward;k
4667.0;wrong;k
9587.0;reward;k
4469.0;reward;k
3861.0;reward;k
4945.0;wrong;k
14273.0;reward;k
6873.0;reward;k
6267.0;reward;k
2577.0;wrong;k
7789.0;wrong;k
7647.0;wrong;k
7859.0;wrong;k
7766.0;reward;k
6452.0;wrong;k
12946.0;reward;k
5213.0;reward;k
4467.0;wrong;k
7770.0;reward;k
3130.0;reward;k
6898.0;wrong;k
7887.0;reward;k
8152.0;reward;k
4185.0;reward;k
3416.0;wrong;k
7818.0;wrong;k
7834.0;reward;k
4764.0;reward;k
5400.0;reward;k
3575.0;wrong;k
7798.0;reward;k
4590.0;reward;k
5491.0;reward;k
3706.0;reward;k
4627.0;reward;k
4306.0;reward;k
4786.0;reward;k
5365.0;wrong;k
7917.0;reward;k
3973.0;reward;k
5788.0;wrong;k
7811.0;reward;k
5298.0;reward;k
6263.0;wrong;k
7677.0;reward;k
3343.0;reward;k
4558.0;wrong;k
7827.0;reward;k
4474.0;reward;k
4633.0;reward;k
3914.0;wrong;k
7758.0;reward;k
3728.0;wrong;k
7879.0;reward;k
3641.0;wrong;k
7713.0;reward;k
3186.0;wrong;k
7855.0;reward;k
3513.0;reward;k
6033.0;reward;k
5561.0;reward;k
4410.0;wrong;k
7691.0;reward;k
7988.0;reward;k
4374.0;wrong;k
7826.0;reward;k
4238.0;reward;k
4971.0;reward;k
6073.0;reward;k
4306.0;wrong;k
7840.0;wrong;k
7760.0;wrong;k
7826.0;reward;k
2318.0;reward;k
6312.0;reward;k
4688.0;reward;k
4413.0;wrong;k
10536.0;reward;k
5929.0;reward;k
4759.0;wrong;k
7729.0;reward;k
4437.0;wrong;k
8235.0;reward;k
3249.0;wrong;k
10508.0;wrong;k
12495.0;wrong;k
7855.0;reward;k
5005.0;reward;k
4727.0;wrong;k
7810.0;reward;k
3855.0;wrong;k
76929.0;wrong;k
8100.0;wrong;k
22251.0;wrong;k
7760.0;reward;k
4847.0;reward;k
4536.0;wrong;k
7919.0;reward;k
6136.0;wrong;k
8204.0;reward;k
3353.0;wrong;k
7696.0;reward;k
4185.0;wrong;k
8974.0;reward;k
3190.0;wrong;k
7776.0;reward;k
4309.0;reward;k
5044.0;reward;k
4117.0;reward;k
4121.0;reward;k
4231.0;reward;k
4408.0;reward;k
5042.0;reward;k
4531.0;reward;k
4147.0;wrong;k
7657.0;reward;k
3028.0;reward;k
4052.0;reward;k
5459.0;wrong;k
7887.0;reward;k
5045.0;wrong;k
7850.0;reward;k
2450.0;reward;k
5269.0;reward;k
5145.0;wrong;k
7716.0;wrong;k
8264.0;reward;k
4920.0;wrong;k
7758.0;reward;k
4136.0;wrong;k
7764.0;reward;k
3576.0;reward;k
5323.0;reward;k
4019.0;reward;k
3478.0;reward;k
3156.0;reward;k
5429.0;wrong;k
7692.0;wrong;k
7757.0;wrong;k
7662.0;reward;k
3084.0;reward;k
3862.0;reward;k
3317.0;wrong;k
10205.0;reward;k
2256.0;reward;k
14893.0;reward;k
3845.0;wrong;k
8867.0;wrong;k
7724.0;reward;k
3924.0;wrong;k
7770.0;reward;k
3862.0;reward;k
5104.0;reward;k
4691.0;reward;k
7311.0;reward;k
4274.0;reward;k
4659.0;reward;k
3530.0;reward;k
3623.0;reward;k
12235.0;reward;k
4790.0;wrong;k
7883.0;reward;k
2611.0;wrong;k
7786.0;wrong;k
7695.0;reward;k
4851.0;wrong;k
294307.0;wrong;k
8229.0;reward;k
7220.0;reward;k
6408.0;wrong;k
7819.0;reward;k
2994.0;wrong;k
7789.0;reward;k
4304.0;reward;k
4658.0;reward;k
3988.0;reward;k
3873.0;reward;k
4167.0;reward;k
304021.0;wrong;k
7717.0;reward;k
16205.0;reward;k
5712.0;reward;k
5251.0;reward;k
4784.0;reward;k
5445.0;reward;k
16917.0;reward;k
5734.0;reward;k
5032.0;reward;k
3806.0;reward;k
3919.0;reward;k
322791.0;reward;k
4744.0;reward;k
16613.0;reward;k
25408.0;wrong;k
7686.0;reward;k
4230.0;wrong;k
7757.0;wrong;k
7689.0;reward;k
4842.0;reward;k
4465.0;wrong;k
11525.0;reward;k
2819.0;reward;k
14665.0;wrong;k
19581.0;reward;k
4323.0;reward;k
4364.0;reward;k
3102.0;wrong;k
10440.0;reward;k
5167.0;reward;k
3522.0;reward;k
4817.0;reward;k
3533.0;wrong;k
7753.0;reward;k
3789.0;reward;k
4359.0;reward;k
6219.0;reward;k
3764.0;reward;k
2923.0;reward;k
4080.0;wrong;k
8255.0;reward;k
4800.0;reward;k
4362.0;reward;k
4559.0;reward;k
3500.0;reward;k
4140.0;reward;k
5161.0;wrong;k
7908.0;reward;k
3081.0;reward;k
4197.0;wrong;k
7743.0;reward;k
2061.0;reward;k
4747.0;wrong;k
7776.0;wrong;k
8800.0;reward;k
3299.0;reward;k
4728.0;wrong;k
20870.0;wrong;k
7717.0;reward;k
4647.0;wrong;k
8550.0;reward;k
4300.0;reward;k
3802.0;wrong;k
7899.0;reward;k
3210.0;reward;k
5832.0;wrong;k
7716.0;reward;k
2291.0;reward;k
4362.0;reward;k
3375.0;reward;k
5002.0;reward;k
5513.0;reward;k
5447.0;reward;k
4396.0;reward;k
4376.0;reward;k
5452.0;reward;k
4861.0;reward;k
3221.0;reward;k
4296.0;reward;k
3512.0;reward;k
4325.0;reward;k
3335.0;reward;k
3840.0;reward;k
5357.0;reward;k
3518.0;wrong;k
27837.0;reward;k
3585.0;reward;k
4710.0;wrong;k
7876.0;reward;k
4070.0;wrong;k
7671.0;wrong;k
300406.0;wrong;k
7860.0;wrong;k
8037.0;reward;k
4420.0;reward;k
6093.0;wrong;k
7834.0;reward;k
3297.0;wrong;k
8173.0;wrong;k
7782.0;reward;k
4129.0;wrong;k
7837.0;wrong;k
7846.0;wrong;k
16638.0;wrong;k
7935.0;reward;k
4481.0;reward;k
4547.0;wrong;k
8733.0;wrong;k
7899.0;reward;k
5114.0;wrong;k
7748.0;reward;k
4258.0;wrong;k
7802.0;wrong;k
7775.0;wrong;k
81370.0;wrong;k
7959.0;wrong;k
7886.0;reward;k
6268.0;wrong;k
7941.0;wrong;k
9476.0;reward;k
3806.0;reward;k
14648.0;wrong;k
-4229540.0;reward;k
674733.0;reward;k
8851.0;wrong;k
1885599.0;wrong;k
236663.0;wrong;k
8000.0;wrong;k
224579.0;wrong;k
220960.0;reward;k
7440.0;reward;k
7813.0;reward;k
8155.0;wrong;k
13293.0;reward;k
3642.0;wrong;k
19693.0;wrong;k
12688.0;wrong;k
11024.0;reward;k
6811.0;wrong;k
16610.0;reward;k
5939.0;wrong;k
-3343051.0;wrong;k
7921.0;reward;k
10169.0;wrong;k
8020.0;reward;k
5556.0;reward;k
4562.0;reward;k
5272.0;wrong;k
9694.0;reward;k
13331.0;wrong;k
7866.0;reward;k
3810.0;wrong;k
7873.0;wrong;k
9299.0;wrong;k
33428.0;wrong;k
19328.0;reward;k
5074.0;wrong;k
7836.0;reward;k
4918.0;reward;k
5202.0;wrong;k
10864.0;reward;k
13622.0;reward;k
32855.0;wrong;k
9993.0;reward;k
6392.0;reward;k
7009.0;wrong;k
9121.0;reward;k
5425.0;reward;k
16400.0;reward;k
5681.0;wrong;k
16210.0;wrong;k
297013.0;wrong;k
10050.0;reward;k
6384.0;wrong;k
8460.0;reward;k
9779.0;wrong;k
8388.0;reward;k
5661.0;wrong;k
8015.0;reward;k
7669.0;reward;k
12019.0;reward;k
5637.0;reward;k
3985.0;reward;k
7206.0;reward;k
5805.0;wrong;k
12963.0;reward;k
6010.0;wrong;k
7921.0;reward;k
3447.0;wrong;k
8275.0;wrong;k
647799.0;reward;k
12718.0;reward;k
6296.0;reward;k
5431.0;reward;k
5527.0;reward;k
4963.0;reward;k
4694.0;reward;k
3955.0;reward;k
4759.0;reward;k
4811.0;reward;k
4922.0;wrong;k
11624.0;reward;k
3315.0;reward;k
4528.0;reward;k
6197.0;reward;k
3501.0;reward;k
16378.0;reward;k
5903.0;wrong;k
7851.0;reward;k
4056.0;wrong;k
8304.0;reward;k
3600.0;reward;k
4431.0;reward;k
3894.0;wrong;k
7980.0;reward;k
3466.0;reward;k
5073.0;reward;k
48873.0;reward;k
2706.0;reward;k
8923.0;reward;k
5147.0;reward;k
4148.0;wrong;k
10499.0;reward;k
4185.0;wrong;k
8493.0;wrong;k
7916.0;reward;k
4951.0;wrong;k
7854.0;wrong;k
7854.0;reward;k
3511.0;reward;k
4725.0;reward;k
4536.0;reward;k
5048.0;reward;k
7415.0;wrong;k
11177.0;reward;k
3603.0;reward;k
5296.0;wrong;k
9514.0;reward;k
4817.0;reward;k
5810.0;reward;k
3446.0;reward;k
4214.0;reward;k
7647.0;wrong;k
8460.0;reward;k
14985.0;wrong;k
8014.0;reward;k
3905.0;wrong;k
17390.0;wrong;k
8235.0;reward;k
