ITI;Outcome;animal
6547.0;reward;d
4281.0;reward;d
7032.0;reward;d
5122.0;wrong;d
6890.0;wrong;d
5843.0;reward;d
5848.0;reward;d
6739.0;reward;d
7113.0;reward;d
5343.0;reward;d
6401.0;wrong;d
546499.0;reward;d
-2586423.0;reward;d
6535.0;reward;d
29075.0;reward;d
5914.0;wrong;d
8578.0;reward;d
4661.0;reward;d
6065.0;wrong;d
6338.0;wrong;d
7360.0;reward;d
5278.0;wrong;d
5912.0;wrong;d
14944.0;wrong;d
9564.0;wrong;d
455826.0;reward;d
11199.0;wrong;d
7214.0;wrong;d
6785.0;reward;d
6069.0;reward;d
4932.0;reward;d
5708.0;reward;d
5441.0;wrong;d
5685.0;reward;d
5561.0;wrong;d
6066.0;wrong;d
-99278.0;wrong;d
6514.0;wrong;d
6795.0;wrong;d
6682.0;wrong;d
6876.0;wrong;d
6805.0;wrong;d
12810.0;wrong;d
5906.0;wrong;d
5918.0;wrong;d
11591.0;wrong;d
5919.0;wrong;d
9789.0;wrong;d
6151.0;wrong;d
7775.0;reward;d
5795.0;reward;d
6102.0;wrong;d
6552.0;wrong;d
6122.0;wrong;d
6641.0;wrong;d
10077.0;wrong;d
6113.0;wrong;d
5720.0;wrong;d
24876.0;wrong;d
5927.0;wrong;d
5878.0;wrong;d
6053.0;reward;d
9493.0;wrong;d
6135.0;wrong;d
6616.0;wrong;d
5839.0;wrong;d
5990.0;wrong;d
11529.0;wrong;d
5706.0;wrong;d
6701.0;wrong;d
13200.0;wrong;d
5708.0;wrong;d
5808.0;wrong;d
17490.0;wrong;d
5662.0;wrong;d
6371.0;wrong;d
5656.0;wrong;d
17831.0;wrong;d
5845.0;wrong;d
5786.0;wrong;d
7205.0;wrong;d
16600.0;wrong;d
5662.0;wrong;d
5867.0;wrong;d
5618.0;wrong;d
21450.0;reward;d
10540.0;wrong;d
6505.0;wrong;d
6243.0;wrong;d
8082.0;wrong;d
5973.0;wrong;d
6353.0;wrong;d
9630.0;wrong;d
6109.0;wrong;d
26143.0;wrong;d
7204.0;wrong;d
6211.0;reward;d
10457.0;wrong;d
5979.0;wrong;d
28871.0;wrong;d
5922.0;wrong;d
8041.0;wrong;d
5657.0;wrong;d
5681.0;wrong;d
5772.0;wrong;d
100420.0;wrong;d
6064.0;wrong;d
41355.0;wrong;d
5794.0;wrong;d
6626.0;wrong;d
15099.0;reward;d
14681.0;reward;d
12204.0;wrong;d
5887.0;wrong;d
6134.0;wrong;d
6463.0;wrong;d
6117.0;reward;d
10775.0;wrong;d
7025.0;wrong;d
6104.0;wrong;d
5755.0;wrong;d
15549.0;wrong;d
5634.0;wrong;d
5643.0;wrong;d
5774.0;wrong;d
18699.0;wrong;d
6387.0;wrong;d
6940.0;wrong;d
5761.0;wrong;d
19566.0;wrong;d
5725.0;wrong;d
5946.0;wrong;d
8909.0;wrong;d
5647.0;wrong;d
5952.0;wrong;d
14785.0;wrong;d
6609.0;wrong;d
20826.0;wrong;d
5536.0;wrong;d
67249.0;wrong;d
5573.0;wrong;d
6046.0;reward;d
10874.0;wrong;d
6301.0;wrong;d
6569.0;wrong;d
7268.0;wrong;d
6164.0;wrong;d
9335.0;wrong;d
5623.0;wrong;d
6483.0;wrong;d
5960.0;wrong;d
5652.0;wrong;d
585402.0;wrong;d
6039.0;wrong;d
6000.0;reward;d
32059.0;wrong;d
7402.0;wrong;d
10309.0;wrong;d
6146.0;wrong;d
6300.0;wrong;d
9281.0;wrong;d
6030.0;wrong;d
32012.0;wrong;d
5854.0;reward;d
20431.0;wrong;d
5705.0;wrong;d
6300.0;wrong;d
5697.0;wrong;d
5890.0;wrong;d
37994.0;wrong;d
5936.0;wrong;d
7918.0;wrong;d
7097.0;wrong;d
6400.0;wrong;d
29648.0;wrong;d
6276.0;wrong;d
7899.0;wrong;d
5739.0;reward;d
18712.0;wrong;d
6774.0;wrong;d
7793.0;wrong;d
7500.0;wrong;d
38889.0;wrong;d
8848.0;wrong;d
-1592718.0;wrong;d
6397.0;wrong;d
7372.0;wrong;d
5969.0;wrong;d
5589.0;wrong;d
13477.0;wrong;d
5592.0;reward;d
4684.0;wrong;d
5532.0;wrong;d
6086.0;wrong;d
9850.0;wrong;d
5570.0;wrong;d
14571.0;wrong;d
7295.0;wrong;d
12756.0;wrong;d
5562.0;wrong;d
13883.0;wrong;d
6180.0;wrong;d
5739.0;reward;d
4780.0;wrong;d
6400.0;wrong;d
15211.0;wrong;d
21710.0;wrong;d
5623.0;wrong;d
5950.0;reward;d
4991.0;wrong;d
5852.0;wrong;d
5659.0;reward;d
5099.0;wrong;d
5652.0;wrong;d
5977.0;wrong;d
5485.0;reward;d
3808.0;wrong;d
5673.0;wrong;d
5697.0;wrong;d
6059.0;wrong;d
21467.0;wrong;d
6342.0;wrong;d
8538.0;wrong;d
5941.0;wrong;d
5647.0;wrong;d
5669.0;wrong;d
23508.0;wrong;d
5543.0;wrong;d
8149.0;wrong;d
5691.0;wrong;d
18930.0;wrong;d
5980.0;reward;d
4998.0;wrong;d
5906.0;wrong;d
5669.0;wrong;d
6671.0;wrong;d
25619.0;wrong;d
7566.0;wrong;d
5687.0;wrong;d
5975.0;wrong;d
6615.0;wrong;d
5491.0;wrong;d
5634.0;wrong;d
13682.0;wrong;d
6708.0;wrong;d
43683.0;wrong;d
36894.0;wrong;d
6181.0;wrong;d
70688.0;wrong;d
5533.0;wrong;d
6116.0;wrong;d
22579.0;wrong;d
18643.0;wrong;d
25886.0;wrong;d
5627.0;wrong;d
50676.0;wrong;d
6352.0;wrong;d
8469.0;wrong;d
7532.0;wrong;d
45611.0;wrong;d
6022.0;wrong;d
5527.0;wrong;d
5628.0;wrong;d
63257.0;wrong;d
5464.0;wrong;d
552871.0;wrong;d
8846.0;reward;d
4345.0;wrong;d
7558.0;wrong;d
5882.0;wrong;d
6101.0;wrong;d
6167.0;wrong;d
12333.0;wrong;d
10201.0;wrong;d
7509.0;wrong;d
9826.0;reward;d
5245.0;wrong;d
6050.0;wrong;d
5755.0;wrong;d
12755.0;reward;d
4322.0;wrong;d
5819.0;wrong;d
5795.0;wrong;d
7668.0;wrong;d
21630.0;reward;d
3792.0;wrong;d
5727.0;wrong;d
6434.0;wrong;d
5976.0;reward;d
5054.0;wrong;d
5835.0;wrong;d
5760.0;wrong;d
6172.0;wrong;d
5915.0;wrong;d
5712.0;wrong;d
6330.0;wrong;d
25576.0;wrong;d
6376.0;wrong;d
7158.0;wrong;d
7463.0;wrong;d
5891.0;wrong;d
16197.0;wrong;d
5549.0;wrong;d
20205.0;wrong;d
5507.0;wrong;d
21158.0;wrong;d
5373.0;wrong;d
23541.0;wrong;d
8400.0;wrong;d
6426.0;wrong;d
17997.0;wrong;d
5578.0;reward;d
5475.0;wrong;d
5929.0;wrong;d
19573.0;wrong;d
5985.0;wrong;d
7085.0;wrong;d
20740.0;wrong;d
24913.0;wrong;d
5862.0;wrong;d
79895.0;reward;d
4331.0;wrong;d
6441.0;wrong;d
47604.0;wrong;d
9026.0;wrong;d
6128.0;wrong;d
12483.0;wrong;d
6187.0;wrong;d
9827.0;wrong;d
9289.0;wrong;d
7886.0;wrong;d
8192.0;wrong;d
-3969565.0;reward;d
4613.0;reward;d
3669.0;reward;d
4200.0;reward;d
4199.0;reward;d
3807.0;reward;d
4033.0;reward;d
3883.0;reward;d
3946.0;reward;d
3676.0;reward;d
3790.0;reward;d
3902.0;reward;d
6193.0;reward;d
5859.0;reward;d
3619.0;reward;d
3864.0;reward;d
6382.0;reward;d
4705.0;reward;d
3342.0;reward;d
4166.0;reward;d
3704.0;reward;d
4500.0;reward;d
4119.0;reward;d
3989.0;reward;d
3861.0;reward;d
3818.0;reward;d
4184.0;reward;d
8033.0;reward;d
3802.0;wrong;d
8446.0;reward;d
3931.0;reward;d
3446.0;reward;d
3713.0;wrong;d
7695.0;reward;d
3459.0;reward;d
4154.0;wrong;d
7750.0;wrong;d
7717.0;reward;d
5295.0;reward;d
3638.0;reward;d
4303.0;reward;d
3580.0;reward;d
3851.0;wrong;d
8786.0;reward;d
4519.0;reward;d
3256.0;reward;d
4564.0;reward;d
3300.0;reward;d
5326.0;reward;d
4087.0;reward;d
4467.0;reward;d
4099.0;reward;d
4041.0;reward;d
3985.0;reward;d
4651.0;wrong;d
8515.0;wrong;d
17984.0;reward;d
4454.0;reward;d
-396613.0;reward;d
4734.0;wrong;d
9438.0;reward;d
4173.0;reward;d
4632.0;reward;d
3810.0;wrong;d
8773.0;reward;d
4052.0;wrong;d
9915.0;wrong;d
8403.0;reward;d
4116.0;reward;d
4166.0;reward;d
3612.0;reward;d
3791.0;wrong;d
8273.0;wrong;d
7674.0;reward;d
5403.0;reward;d
4712.0;wrong;d
7681.0;reward;d
4176.0;wrong;d
8741.0;reward;d
4370.0;reward;d
3793.0;reward;d
4074.0;wrong;d
8832.0;wrong;d
7968.0;reward;d
4342.0;reward;d
3880.0;wrong;d
8192.0;reward;d
4223.0;reward;d
4203.0;wrong;d
8763.0;wrong;d
8226.0;reward;d
3798.0;reward;d
4158.0;reward;d
4005.0;reward;d
3954.0;reward;d
4273.0;wrong;d
8251.0;reward;d
4613.0;wrong;d
7892.0;reward;d
4027.0;reward;d
4314.0;wrong;d
7799.0;reward;d
4071.0;reward;d
3778.0;wrong;d
8351.0;wrong;d
8757.0;reward;d
4177.0;reward;d
3317.0;wrong;d
9111.0;reward;d
3377.0;wrong;d
8599.0;wrong;d
8390.0;reward;d
3983.0;reward;d
4188.0;reward;d
4023.0;wrong;d
8662.0;wrong;d
8303.0;reward;d
4062.0;reward;d
5016.0;wrong;d
7811.0;reward;d
4272.0;reward;d
4200.0;reward;d
3583.0;wrong;d
8376.0;wrong;d
21923.0;wrong;d
8629.0;wrong;d
9450.0;reward;d
4107.0;wrong;d
7966.0;reward;d
3751.0;wrong;d
8742.0;wrong;d
8988.0;wrong;d
19471.0;wrong;d
8049.0;wrong;d
7883.0;reward;d
3849.0;wrong;d
8455.0;wrong;d
9702.0;reward;d
4173.0;reward;d
4442.0;wrong;d
8257.0;wrong;d
119150.0;reward;d
4727.0;wrong;d
8314.0;reward;d
4019.0;reward;d
4332.0;wrong;d
7589.0;wrong;d
7920.0;wrong;d
8902.0;wrong;d
241894.0;reward;d
3992.0;reward;d
5120.0;reward;d
4030.0;reward;d
5432.0;wrong;d
9440.0;wrong;d
8502.0;wrong;d
8725.0;reward;d
4128.0;reward;d
4141.0;wrong;d
8444.0;wrong;d
8909.0;wrong;d
8480.0;wrong;d
8094.0;reward;d
4211.0;reward;d
4750.0;wrong;d
7771.0;wrong;d
8727.0;reward;d
4324.0;reward;d
3626.0;reward;d
4081.0;reward;d
3578.0;reward;d
4147.0;reward;d
3547.0;reward;d
4384.0;wrong;d
7948.0;wrong;d
7893.0;reward;d
4048.0;wrong;d
8377.0;wrong;d
7691.0;wrong;d
7704.0;wrong;d
7616.0;wrong;d
597394.0;wrong;d
8794.0;reward;d
4632.0;wrong;d
8440.0;wrong;d
8284.0;reward;d
4369.0;wrong;d
8484.0;reward;d
4204.0;reward;d
3312.0;wrong;d
8551.0;reward;d
3526.0;wrong;d
8036.0;wrong;d
8902.0;reward;d
4002.0;wrong;d
9076.0;wrong;d
7554.0;reward;d
3835.0;reward;d
4057.0;wrong;d
14730.0;wrong;d
8939.0;wrong;d
-2144693.0;reward;d
5489.0;reward;d
5399.0;reward;d
9315.0;reward;d
5883.0;reward;d
7378.0;reward;d
5103.0;reward;d
5395.0;reward;d
5026.0;reward;d
5754.0;reward;d
4843.0;reward;d
8743.0;reward;d
5568.0;reward;d
3950.0;reward;d
6039.0;reward;d
6503.0;reward;d
4467.0;reward;d
6603.0;reward;d
4149.0;reward;d
6033.0;reward;d
4531.0;reward;d
5678.0;reward;d
5583.0;reward;d
5510.0;reward;d
6274.0;reward;d
4324.0;reward;d
4491.0;reward;d
5440.0;reward;d
5044.0;reward;d
3928.0;reward;d
4937.0;reward;d
5433.0;reward;d
4933.0;reward;d
4663.0;reward;d
6015.0;reward;d
3884.0;reward;d
4649.0;reward;d
5615.0;reward;d
5237.0;reward;d
4759.0;reward;d
4718.0;reward;d
5070.0;reward;d
4698.0;reward;d
3895.0;reward;d
4385.0;reward;d
3336.0;reward;d
6842.0;reward;d
5023.0;reward;d
5271.0;reward;d
5171.0;reward;d
4256.0;reward;d
4189.0;reward;d
5023.0;reward;d
5118.0;reward;d
6175.0;reward;d
4343.0;reward;d
5163.0;reward;d
4367.0;reward;d
4565.0;reward;d
3795.0;reward;d
4734.0;reward;d
4905.0;reward;d
3845.0;reward;d
6676.0;reward;d
4089.0;wrong;d
7743.0;wrong;d
7604.0;reward;d
5009.0;wrong;d
8072.0;reward;d
4704.0;reward;d
4342.0;reward;d
3839.0;reward;d
4720.0;wrong;d
7847.0;wrong;d
639953.0;wrong;d
7958.0;wrong;d
-1060721.0;reward;d
4642.0;reward;d
4518.0;reward;d
3991.0;reward;d
5299.0;reward;d
4120.0;reward;d
3937.0;reward;d
4321.0;reward;d
3857.0;reward;d
4557.0;reward;d
4248.0;reward;d
4728.0;reward;d
4298.0;reward;d
3483.0;reward;d
4384.0;reward;d
4297.0;reward;d
4261.0;reward;d
4246.0;reward;d
3737.0;reward;d
4195.0;reward;d
4624.0;reward;d
4672.0;reward;d
4041.0;reward;d
3924.0;reward;d
5805.0;reward;d
4022.0;reward;d
4013.0;reward;d
4126.0;reward;d
4373.0;reward;d
4385.0;reward;d
4001.0;reward;d
4041.0;reward;d
4062.0;reward;d
3882.0;reward;d
3780.0;reward;d
10274.0;reward;d
3863.0;reward;d
3945.0;reward;d
4230.0;reward;d
4656.0;reward;d
4256.0;reward;d
5755.0;reward;d
4232.0;reward;d
3658.0;reward;d
4096.0;reward;d
3777.0;reward;d
4885.0;reward;d
4015.0;reward;d
3801.0;reward;d
3809.0;reward;d
3802.0;reward;d
3976.0;reward;d
3895.0;reward;d
3926.0;reward;d
3888.0;reward;d
4949.0;reward;d
4058.0;reward;d
3885.0;reward;d
3800.0;reward;d
4073.0;reward;d
3888.0;reward;d
4021.0;reward;d
3805.0;reward;d
3764.0;reward;d
3877.0;reward;d
3769.0;reward;d
4600.0;reward;d
4073.0;reward;d
3878.0;reward;d
3906.0;reward;d
3466.0;reward;d
3767.0;reward;d
3473.0;reward;d
3248.0;reward;d
3663.0;reward;d
3520.0;reward;d
4125.0;reward;d
3848.0;reward;d
3708.0;reward;d
3386.0;reward;d
3446.0;reward;d
3600.0;reward;d
3444.0;reward;d
3421.0;reward;d
3763.0;reward;d
3731.0;reward;d
3900.0;reward;d
3318.0;reward;d
3459.0;reward;d
3275.0;reward;d
3677.0;reward;d
3481.0;reward;d
3548.0;reward;d
3581.0;reward;d
3653.0;reward;d
3498.0;reward;d
3327.0;reward;d
3676.0;reward;d
3421.0;reward;d
3445.0;reward;d
3755.0;reward;d
593380.0;reward;d
3759.0;reward;d
3338.0;reward;d
3624.0;reward;d
3830.0;reward;d
3434.0;reward;d
3836.0;reward;d
4168.0;reward;d
4663.0;reward;d
3954.0;reward;d
3577.0;reward;d
3906.0;reward;d
3306.0;reward;d
4095.0;reward;d
3525.0;reward;d
4022.0;reward;d
5366.0;reward;d
3693.0;reward;d
3537.0;reward;d
3408.0;reward;d
3732.0;reward;d
3909.0;reward;d
4006.0;reward;d
3481.0;reward;d
3863.0;reward;d
3818.0;reward;d
4047.0;reward;d
3886.0;reward;d
-1227613.0;reward;d
5206.0;reward;d
4677.0;reward;d
4222.0;reward;d
4974.0;reward;d
4211.0;reward;d
5015.0;reward;d
4446.0;reward;d
5600.0;reward;d
4398.0;reward;d
4071.0;reward;d
4142.0;reward;d
4362.0;reward;d
4136.0;reward;d
4358.0;reward;d
4385.0;reward;d
4855.0;reward;d
4105.0;reward;d
5172.0;reward;d
4497.0;reward;d
4502.0;reward;d
6712.0;reward;d
4263.0;reward;d
4792.0;reward;d
4775.0;reward;d
3742.0;reward;d
4806.0;reward;d
4167.0;reward;d
4675.0;reward;d
4126.0;reward;d
4530.0;reward;d
4394.0;reward;d
3959.0;reward;d
4420.0;reward;d
5083.0;reward;d
4162.0;reward;d
3868.0;reward;d
6236.0;reward;d
3638.0;wrong;d
18394.0;wrong;d
7733.0;reward;d
4090.0;reward;d
5115.0;reward;d
3477.0;reward;d
1142747.0;reward;i
5274.0;reward;i
4794.0;reward;i
4315.0;reward;i
5147.0;wrong;i
82588.0;reward;i
5114.0;wrong;i
82748.0;reward;i
8474.0;reward;i
5971.0;reward;i
5403.0;wrong;i
236829.0;reward;i
11099.0;reward;i
6108.0;reward;i
5914.0;reward;i
5787.0;reward;i
6491.0;reward;i
5307.0;reward;i
4315.0;wrong;i
4380.0;reward;i
5882.0;wrong;i
200989.0;wrong;i
67004.0;wrong;i
75485.0;wrong;i
7228.0;reward;i
6746.0;reward;i
5625.0;wrong;i
6556.0;reward;i
6363.0;wrong;i
492251.0;reward;i
6267.0;wrong;i
4317.0;reward;i
8730.0;wrong;i
33084.0;reward;i
5979.0;reward;i
4635.0;wrong;i
170108.0;reward;i
6650.0;wrong;i
5682.0;wrong;i
82495.0;reward;i
4570.0;wrong;i
234365.0;wrong;i
269139.0;wrong;i
304689.0;reward;i
6645.0;reward;i
4529.0;reward;i
6170.0;wrong;i
713819.0;reward;i
81593.0;wrong;i
6259.0;wrong;i
32958.0;reward;i
4736.0;wrong;i
94396.0;reward;i
6522.0;reward;i
4346.0;wrong;i
346136.0;wrong;i
288209.0;reward;i
4538.0;wrong;i
-5614885.0;reward;i
3504.0;reward;i
4383.0;reward;i
3756.0;reward;i
4631.0;reward;i
3117.0;reward;i
3592.0;wrong;i
4339.0;wrong;i
5690.0;reward;i
3905.0;wrong;i
4023.0;reward;i
3612.0;wrong;i
5803.0;reward;i
3167.0;reward;i
3218.0;wrong;i
4611.0;reward;i
3606.0;reward;i
3405.0;reward;i
3497.0;reward;i
3746.0;reward;i
3403.0;reward;i
3564.0;reward;i
3600.0;wrong;i
98949.0;reward;i
5119.0;reward;i
3309.0;reward;i
5794.0;reward;i
5419.0;wrong;i
4376.0;reward;i
4964.0;reward;i
3860.0;reward;i
3617.0;wrong;i
4224.0;reward;i
3857.0;reward;i
3901.0;wrong;i
4253.0;wrong;i
10553.0;reward;i
3308.0;wrong;i
4277.0;reward;i
3969.0;reward;i
3638.0;reward;i
3862.0;reward;i
2975.0;wrong;i
43768.0;wrong;i
5456.0;reward;i
3736.0;wrong;i
5793.0;wrong;i
5238.0;reward;i
3302.0;wrong;i
7117.0;reward;i
3420.0;reward;i
3651.0;reward;i
3808.0;reward;i
3374.0;reward;i
3325.0;reward;i
3295.0;reward;i
3564.0;reward;i
3128.0;wrong;i
6298.0;wrong;i
6784.0;wrong;i
7587.0;reward;i
5203.0;wrong;i
4373.0;reward;i
5089.0;reward;i
3986.0;reward;i
180379.0;reward;i
5639.0;reward;i
3607.0;wrong;i
4691.0;reward;i
3996.0;reward;i
3321.0;reward;i
3986.0;reward;i
3931.0;wrong;i
86744.0;wrong;i
4505.0;wrong;i
4383.0;wrong;i
11098.0;reward;i
4680.0;wrong;i
6306.0;reward;i
3894.0;reward;i
3480.0;reward;i
109048.0;reward;i
5740.0;wrong;i
12383.0;reward;i
4627.0;reward;i
3170.0;reward;i
3087.0;wrong;i
51701.0;wrong;i
296404.0;reward;i
5328.0;wrong;i
4279.0;reward;i
3355.0;reward;i
3328.0;wrong;i
4058.0;wrong;i
4390.0;wrong;i
470440.0;reward;i
3954.0;reward;i
3983.0;wrong;i
7328.0;reward;i
3321.0;reward;i
4740.0;reward;i
3376.0;reward;i
3394.0;wrong;i
5541.0;reward;i
4519.0;reward;i
4014.0;reward;i
3797.0;reward;i
3722.0;reward;i
3599.0;reward;i
3977.0;wrong;i
4761.0;reward;i
3587.0;reward;i
3702.0;wrong;i
4690.0;reward;i
3368.0;reward;i
3536.0;reward;i
61062.0;reward;i
4723.0;wrong;i
4937.0;reward;i
53074.0;wrong;i
4433.0;reward;i
4707.0;reward;i
3585.0;reward;i
4341.0;reward;i
3353.0;reward;i
3880.0;reward;i
3868.0;reward;i
3128.0;wrong;i
743754.0;reward;i
6485.0;wrong;i
5085.0;reward;i
3788.0;reward;i
3733.0;reward;i
3461.0;wrong;i
5263.0;reward;i
3452.0;wrong;i
5117.0;wrong;i
4516.0;reward;i
3759.0;wrong;i
4282.0;wrong;i
4326.0;reward;i
4591.0;wrong;i
5968.0;wrong;i
5636.0;reward;i
4406.0;reward;i
4144.0;wrong;i
4713.0;reward;i
3901.0;reward;i
3791.0;reward;i
3338.0;reward;i
3586.0;wrong;i
-1178448.0;reward;i
5816.0;reward;i
4578.0;reward;i
4542.0;reward;i
5208.0;reward;i
4870.0;wrong;i
4425.0;reward;i
4598.0;reward;i
3299.0;reward;i
3325.0;reward;i
3257.0;wrong;i
4407.0;reward;i
3759.0;wrong;i
4420.0;reward;i
3982.0;wrong;i
4233.0;reward;i
3677.0;reward;i
4075.0;reward;i
3978.0;reward;i
3913.0;reward;i
3860.0;reward;i
3447.0;reward;i
3492.0;wrong;i
5228.0;reward;i
3633.0;wrong;i
4356.0;reward;i
3307.0;reward;i
4400.0;reward;i
3766.0;reward;i
4055.0;reward;i
3542.0;reward;i
5162.0;reward;i
3671.0;reward;i
4042.0;wrong;i
4432.0;reward;i
3783.0;wrong;i
4593.0;reward;i
3590.0;reward;i
4224.0;wrong;i
4888.0;reward;i
4832.0;reward;i
3904.0;reward;i
3319.0;reward;i
3839.0;reward;i
2911.0;wrong;i
4360.0;reward;i
3744.0;reward;i
4201.0;reward;i
4093.0;wrong;i
4562.0;wrong;i
4512.0;wrong;i
4674.0;reward;i
4573.0;wrong;i
4513.0;reward;i
3533.0;wrong;i
6422.0;wrong;i
4720.0;wrong;i
4390.0;reward;i
4095.0;reward;i
4807.0;wrong;i
5445.0;reward;i
3524.0;reward;i
4125.0;wrong;i
4480.0;wrong;i
6311.0;reward;i
3397.0;reward;i
3277.0;reward;i
3093.0;reward;i
4627.0;reward;i
3613.0;wrong;i
4538.0;reward;i
3863.0;wrong;i
5637.0;reward;i
4347.0;reward;i
3863.0;wrong;i
4691.0;reward;i
3229.0;reward;i
4002.0;reward;i
3516.0;wrong;i
8701.0;wrong;i
4435.0;wrong;i
5356.0;reward;i
4017.0;reward;i
4503.0;wrong;i
4397.0;reward;i
3694.0;reward;i
4053.0;reward;i
4543.0;reward;i
4357.0;reward;i
4190.0;wrong;i
6015.0;reward;i
3211.0;wrong;i
4488.0;reward;i
3666.0;reward;i
3560.0;reward;i
4601.0;reward;i
3973.0;reward;i
4874.0;reward;i
3582.0;reward;i
3686.0;reward;i
3616.0;reward;i
4335.0;reward;i
3834.0;reward;i
3578.0;reward;i
4790.0;reward;i
19838.0;reward;i
4759.0;reward;i
3491.0;reward;i
3278.0;reward;i
3259.0;reward;i
3777.0;reward;i
3542.0;reward;i
3706.0;reward;i
3631.0;reward;i
4063.0;reward;i
5084.0;wrong;i
4520.0;reward;i
4012.0;reward;i
4033.0;reward;i
6312.0;reward;i
5459.0;wrong;i
5136.0;wrong;i
4618.0;wrong;i
-2534408.0;wrong;i
4907.0;reward;i
5669.0;reward;i
4076.0;wrong;i
15019.0;reward;i
5246.0;wrong;i
4994.0;reward;i
3445.0;reward;i
3951.0;wrong;i
4886.0;wrong;i
6555.0;reward;i
8826.0;wrong;i
4781.0;wrong;i
6617.0;reward;i
3714.0;reward;i
3888.0;reward;i
3625.0;reward;i
3818.0;reward;i
3673.0;wrong;i
4565.0;reward;i
3184.0;reward;i
739356.0;reward;i
4050.0;reward;i
3783.0;wrong;i
5785.0;wrong;i
4985.0;reward;i
4054.0;reward;i
4598.0;reward;i
3533.0;reward;i
3575.0;reward;i
3300.0;reward;i
3799.0;reward;i
3419.0;reward;i
4493.0;reward;i
4027.0;wrong;i
4759.0;reward;i
5295.0;reward;i
3158.0;wrong;i
32785.0;reward;i
4501.0;reward;i
3075.0;reward;i
2986.0;reward;i
3336.0;wrong;i
214345.0;wrong;i
4471.0;reward;i
4251.0;reward;i
4329.0;reward;i
-1184070.0;reward;i
1421760.0;wrong;i
6387.0;reward;i
3472.0;reward;i
5085.0;wrong;i
4417.0;reward;i
4109.0;reward;i
3385.0;reward;i
4825.0;wrong;i
4710.0;reward;i
4453.0;reward;i
3821.0;reward;i
3824.0;reward;i
29329.0;wrong;i
4307.0;reward;i
4221.0;reward;i
5007.0;wrong;i
4350.0;reward;i
4035.0;reward;i
3944.0;reward;i
4547.0;wrong;i
4276.0;reward;i
4242.0;wrong;i
5735.0;reward;i
3989.0;wrong;i
4595.0;reward;i
4507.0;reward;i
5028.0;wrong;i
4159.0;reward;i
4593.0;wrong;i
5303.0;wrong;i
7898.0;reward;i
4002.0;wrong;i
18373.0;reward;i
4741.0;wrong;i
4763.0;reward;i
3924.0;reward;i
4251.0;reward;i
3934.0;wrong;i
4506.0;reward;i
4133.0;reward;i
5576.0;reward;i
5188.0;reward;i
4142.0;reward;i
4475.0;reward;i
3984.0;wrong;i
5195.0;reward;i
4037.0;reward;i
3765.0;reward;i
3952.0;reward;i
4076.0;wrong;i
5498.0;reward;i
3944.0;reward;i
6020.0;reward;i
5356.0;reward;i
5904.0;reward;i
4887.0;reward;i
4276.0;reward;i
4034.0;reward;i
4132.0;reward;i
5346.0;reward;i
-1864326.0;wrong;i
55631.0;reward;i
81177.0;reward;i
7611.0;reward;i
138135.0;wrong;i
765381.0;reward;i
4280.0;reward;i
3498.0;reward;i
4225.0;reward;i
4618.0;reward;i
3933.0;wrong;i
4466.0;reward;i
5228.0;reward;i
47002.0;reward;i
4954.0;wrong;i
7029.0;reward;i
4234.0;reward;i
3254.0;reward;i
39760.0;reward;i
3663.0;wrong;i
4662.0;reward;i
3786.0;reward;i
3587.0;reward;i
3508.0;reward;i
4992.0;reward;i
3671.0;wrong;i
216084.0;wrong;i
-133399.0;reward;i
4276.0;reward;i
4316.0;reward;i
3465.0;reward;i
7044.0;reward;i
3729.0;reward;i
3577.0;reward;i
7268.0;reward;i
5848.0;reward;i
3720.0;wrong;i
4632.0;wrong;i
265543.0;reward;i
4146.0;reward;i
5280.0;wrong;i
4590.0;reward;i
6791.0;reward;i
4582.0;reward;i
4282.0;reward;i
4043.0;reward;i
3862.0;reward;i
3616.0;reward;i
515644.0;wrong;i
4573.0;reward;i
5829.0;reward;i
4717.0;reward;i
378671.0;reward;i
4873.0;wrong;i
7464.0;wrong;i
-2006774.0;reward;i
3710.0;reward;i
163392.0;wrong;i
4754.0;reward;i
5596.0;wrong;i
19167.0;wrong;i
79708845.0;wrong;i
42250.0;wrong;i
7885.0;wrong;i
6156.0;wrong;i
38416.0;reward;i
7305.0;wrong;i
26021.0;reward;i
4236.0;wrong;i
52875.0;wrong;i
4746.0;wrong;i
6279.0;wrong;i
723206.0;reward;i
4871.0;wrong;i
154645.0;reward;i
7243.0;wrong;i
4288.0;wrong;i
5710.0;wrong;i
-80640933.0;wrong;i
5164.0;reward;i
3978.0;wrong;i
6768.0;wrong;i
4287.0;wrong;i
5371.0;reward;i
5164.0;wrong;i
4691.0;wrong;i
6759.0;wrong;i
5023.0;reward;i
740558.0;wrong;i
5311.0;wrong;i
6830.0;reward;i
6481.0;wrong;i
4275.0;wrong;i
5128.0;wrong;i
7363.0;wrong;i
10458.0;wrong;i
4379.0;reward;i
8425.0;wrong;i
4885.0;wrong;i
5331.0;wrong;i
546324.0;wrong;i
27104.0;wrong;i
5045.0;wrong;i
4795.0;reward;i
11057.0;wrong;i
-2874677.0;wrong;i
4507.0;wrong;i
4240.0;wrong;i
6316.0;wrong;i
4814.0;wrong;i
4386.0;wrong;i
87480.0;reward;i
7281.0;wrong;i
4801.0;wrong;i
11613.0;reward;i
6123.0;wrong;i
